"","imdbID","Director","Metascore","imdbRating","imdbVotes","BoxOffice"
"1086","tt0042296","John Cromwell","N/A",7.6,4064,"N/A"
"1087","tt0896529","Ruba Nadda","67",6.6,6624,"$1,603,616"
"1088","tt3442006","Daniel Barnz","49",6.4,37380,"$1,951,776"
"1089","tt0045591","David Butler","N/A",7.2,10103,"N/A"
"1090","tt0337909","Nigel Cole","60",6.9,26796,"$31,041,759"
"1091","tt1977739","Mikael Marcimain","N/A",6.5,4764,"N/A"
"1092","tt5726616","Luca Guadagnino","93",7.8,272212,"$18,095,701"
"1093","tt2088714","Katherine Fairfax Wright, Malika Zouhali-Worrall","80",7.6,803,"$9,124"
"1094","tt0040202","Henry Hathaway","N/A",7.4,9226,"N/A"
"1095","tt2234003","John Michael McDonagh","77",7.4,60070,"$3,600,006"
"1096","tt2290819","Curt Wiser","N/A",4.5,89,"N/A"
"1097","tt0028683","George Cukor","N/A",7.3,8157,"N/A"
"1098","tt2018086","Bruno Dumont","65",6.5,3709,"$35,296"
"1099","tt1206285","Javier Fesser","N/A",7.4,5109,"N/A"
"1100","tt0342167","Todd Graff","55",6.2,5969,"$1,629,862"
"1101","tt1055366","Matthew Diamond","N/A",5.1,34336,"N/A"
"1102","tt1252380","Paul Hoen","N/A",5.2,18964,"N/A"
"1103","tt3097084","Chris Riedell, Nick Riedell","N/A",6.6,4577,"N/A"
"1104","tt0092718","Steve Rash","36",6.7,38481,"$31,623,833"
"1105","tt0127723","Harry Elfont, Deborah Kaplan","52",6.5,51005,"$25,605,015"
"1106","tt0080492","Nancy Walker","N/A",4.2,4189,"N/A"
"1107","tt0109370","Michael Moore","N/A",5.9,17237,"$163,971"
"1108","tt0424880","Neil Armfield","57",7.2,46149,"$45,128"
"1109","tt0103919","Bernard Rose","61",6.7,92630,"$25,792,310"
"1110","tt0082700","Umberto Lenzi","N/A",5.1,10099,"N/A"
"1111","tt0078935","Ruggero Deodato","22",5.8,56471,"N/A"
"1112","tt0115819","Trey Parker","N/A",7,12536,"N/A"
"1113","tt0101540","Martin Scorsese","73",7.3,196800,"$79,091,969"
"1114","tt1232207","Michael Moore","61",7.4,42918,"$14,363,397"
"1115","tt0379725","Bennett Miller","88",7.3,134379,"$28,750,530"
"1116","tt3498820","Anthony Russo, Joe Russo","75",7.8,785453,"$408,084,349"
"1117","tt0458339","Joe Johnston","66",6.9,843830,"$176,654,505"
"1118","tt1843866","Anthony Russo, Joe Russo","70",7.8,843979,"$259,766,572"
"1119","tt0090793","Francis Ford Coppola","N/A",6.3,4336,"N/A"
"1120","tt3553976","Matt Ross","72",7.8,219593,"$5,879,835"
"1121","tt1535109","Paul Greengrass","82",7.8,460907,"$107,100,855"
"1122","tt2091256","David Soren","69",6.2,29080,"$73,921,000"
"1123","tt3268668","Jerry Jameson","36",5.4,6951,"$2,583,301"
"1124","tt3896100","Enrique Gato","N/A",5.8,3881,"$6,690"
"1125","tt0825236","Nadine Labaki","70",7.1,14023,"$1,055,580"
"1126","tt1542852","Pablo Trapero","66",6.8,8222,"$85,526"
"1127","tt0118818","Mike Leigh","76",7.1,5917,"$2,416,734"
"1128","tt0029971","Mark Sandrich","N/A",7,3981,"N/A"
"1129","tt0381940","Ivan Engler, Ralph Etter","N/A",6.1,19696,"N/A"
"1130","tt0439491","Esteban Ramírez","N/A",6,231,"N/A"
"1131","tt0046828","Otto Preminger","65",6.7,5413,"N/A"
"1132","tt0000001","William K.L. Dickson","N/A",5.7,1924,"N/A"
"1133","tt1692486","Roman Polanski","61",7.1,127652,"$2,547,047"
"1134","tt0035017","Maurice Tourneur","N/A",7.4,1611,"N/A"
"1135","tt0055830","Herk Harvey","N/A",7.1,25236,"N/A"
"1136","tt2402927","Todd Haynes","94",7.2,130355,"$12,711,491"
"1137","tt0319970","David Carson","N/A",5.4,10760,"N/A"
"1138","tt1939659","Kimberly Peirce","53",5.8,141644,"$35,266,619"
"1139","tt0074285","Brian De Palma","85",7.4,189701,"$33,800,000"
"1140","tt0806203","David Pastor, Àlex Pastor","N/A",6,47743,"$104,352"
"1141","tt0056912","Gerald Thomas","N/A",6.4,2704,"N/A"
"1142","tt0057918","Gerald Thomas","N/A",6.7,4602,"N/A"
"1143","tt0062782","Gerald Thomas","N/A",6.8,5066,"N/A"
"1144","tt0317219","John Lasseter, Joe Ranft","73",7.2,422569,"$244,082,982"
"1145","tt1216475","John Lasseter, Bradford Lewis","57",6.2,191294,"$191,452,396"
"1146","tt3606752","Brian Fee","59",6.7,101375,"$152,901,115"
"1147","tt0303830","John Sayles","55",6.4,2163,"$478,031"
"1148","tt0034583","Michael Curtiz","100",8.5,570558,"$4,219,709"
"1149","tt0402894","Lasse Hallström","57",6.5,54794,"$11,304,403"
"1150","tt0040214","John Berry","N/A",6,518,"N/A"
"1151","tt0795351","Christian Alvart","25",6.2,87728,"$13,261,851"
"1152","tt0460740","Sean Ellis","54",7.1,87820,"$25,343"
"1153","tt1049948","Issa López","55",6.2,742,"$46,612"
"1154","tt0112641","Martin Scorsese","73",8.2,519897,"$42,512,375"
"1155","tt1194417","George Hickenlooper","51",6.2,17348,"$1,042,959"
"1156","tt0061452","Val Guest, Ken Hughes, John Huston","48",5,30596,"N/A"
"1157","tt0381061","Martin Campbell","80",8,657865,"$167,445,960"
"1158","tt0112642","Brad Silberling","49",6.1,136330,"$100,328,194"
"1159","tt0162222","Robert Zemeckis","73",7.8,592072,"$233,632,142"
"1160","tt0092067","Hayao Miyazaki","78",8,167433,"$523,664"
"1161","tt0045609","Arthur Hilton","N/A",3.9,1899,"N/A"
"1162","tt0059017","Elliot Silverstein","60",6.8,15120,"$20,666,667"
"1163","tt0179955","Béla Ternovszky","N/A",8.3,10093,"N/A"
"1164","tt0051459","Richard Brooks","84",7.9,50087,"N/A"
"1165","tt0083722","Paul Schrader","61",6.2,22086,"$7,000,000"
"1166","tt0034587","Jacques Tourneur","85",7.2,23515,"N/A"
"1167","tt0065528","Mike Nichols","70",7.1,25318,"N/A"
"1168","tt0264464","Steven Spielberg","75",8.1,978719,"$164,615,351"
"1169","tt1886493","Aaron Harvey","N/A",4.6,17422,"N/A"
"1170","tt5294198","Onur Tukel","66",5.9,6611,"N/A"
"1171","tt1584016","Henry Joost, Ariel Schulman","65",7.1,43082,"$3,237,343"
"1172","tt0118829","Mark Dindal","62",6.9,7795,"$3,566,637"
"1173","tt0327554","Pitof","27",3.4,120229,"$40,202,379"
"1174","tt0040221","Max Ophüls","N/A",7,3962,"N/A"
"1175","tt0043390","Tay Garnett","N/A",6.4,2363,"N/A"
"1176","tt0023876","Frank Lloyd","N/A",5.8,5367,"N/A"
"1177","tt1786751","Randall Miller","30",6.6,10432,"$40,400"
"1178","tt0173716","John Waters","57",6.2,15961,"$1,284,646"
"1179","tt1477837","Miguel Arteta","70",6.3,38614,"$6,861,102"
"1180","tt0120533","Woody Allen","41",6.3,27247,"$5,078,660"
"1181","tt1405365","Lee Toland Krieger","59",6.6,31859,"N/A"
"1182","tt0071381","Jacques Rivette","N/A",7.3,5698,"$31,452"
"1183","tt1242422","Daniel Monzón","N/A",7.6,68154,"N/A"
"1184","tt0337921","David R. Ellis","60",6.5,101736,"$32,003,620"
"1185","tt1196204","Ricky Gervais, Stephen Merchant","N/A",6.8,23647,"N/A"
"1186","tt0210616","Nicholas Hytner","52",6.6,21859,"$17,200,925"
"1187","tt1489889","Rawson Marshall Thurber","52",6.3,191587,"$127,440,871"
"1188","tt0140888","Walter Salles","80",8,39977,"$5,969,553"
"1189","tt1020558","Neil Marshall","62",6.3,83378,"$123,570"
"1190","tt1341341","Max Winkler","40",5.4,4329,"$22,270"
"1191","tt4468634","Kelly Reichardt","82",6.4,13628,"$1,087,585"
"1192","tt1020773","Abbas Kiarostami","82",7.2,25013,"$1,373,975"
"1193","tt1621046","Diego Luna","51",6.4,3473,"$5,571,497"
"1194","tt0115857","Andrew Davis","43",5.6,53053,"$21,226,204"
"1195","tt0871510","Shimit Amin","68",8.1,80777,"N/A"
"1196","tt1487118","Phil Traill","42",6.2,25670,"$1,710"
"1197","tt0824747","Clint Eastwood","63",7.8,256539,"$35,739,802"
"1198","tt0265116","Coline Serreau","81",7,2398,"$206,789"
"1199","tt0103939","Richard Attenborough","47",7.5,58323,"$9,493,259"
"1200","tt1823672","Neill Blomkamp","41",6.8,253117,"$31,569,268"
"1201","tt0056923","Stanley Donen","83",7.9,78591,"N/A"
"1202","tt0082158","Hugh Hudson","78",7.1,61133,"$58,972,904"
"1203","tt0160127","McG","52",5.6,188156,"$125,305,545"
"1204","tt0305357","McG","48",4.9,128674,"$100,830,111"
"1205","tt0367594","Tim Burton","72",6.7,480982,"$206,459,076"
"1206","tt0423977","Jon Poll","54",6.9,65494,"$3,951,699"
"1207","tt1438254","Burr Steers","37",6.4,62749,"$31,162,545"
"1208","tt0472062","Mike Nichols","67",7,119302,"$66,661,095"
"1209","tt0245046","Gillian Armstrong","48",6.4,12700,"$741,394"
"1210","tt0284478","Eric Byler","72",6.3,1094,"$150,445"
"1211","tt0062794","Ralph Nelson","50",6.9,6886,"$15,826,800"
"1212","tt0064155","Charles Marquis Warren","N/A",5.6,2122,"N/A"
"1213","tt0118842","Kevin Smith","71",7.2,139022,"$12,021,272"
"1214","tt0892255","Steven Soderbergh","N/A",7.1,46516,"$748,555"
"1215","tt2389182","E.L. Katz","63",6.7,19504,"$59,424"
"1216","tt0349205","Shawn Levy","46",5.9,103244,"$138,614,544"
"1217","tt0250292","Andrew Gurland","N/A",6,4457,"N/A"
"1218","tt0033459","Tay Garnett","N/A",6.5,758,"N/A"
"1219","tt2883512","Jon Favreau","68",7.3,216926,"$31,424,003"
"1220","tt1991245","Bradley Parker","N/A",5,66683,"$18,119,640"
"1221","tt0175526","Geoffrey Wright","N/A",NA,13858,"N/A"
"1222","tt1248971","Lisa Barros D'Sa, Glenn Leyburn","N/A",5.9,7370,"N/A"
"1223","tt4594834","Spike Lee","77",5.9,10191,"N/A"
"1224","tt0299658","Rob Marshall","81",7.2,231497,"$170,687,518"
"1225","tt0371606","Mark Dindal","48",5.7,93704,"$135,386,665"
"1226","tt0120630","Peter Lord, Nick Park","88",7.1,193739,"$106,834,564"
"1227","tt1235830","Tono Errando, Javier Mariscal, Fernando Trueba","76",7.2,9267,"$350,524"
"1228","tt0094862","Tom Holland","58",6.6,104620,"$33,244,684"
"1229","tt0099253","John Lafia","37",5.9,52982,"$28,501,605"
"1230","tt0103956","Jack Bender","27",5.1,42444,"$14,960,255"
"1231","tt2187115","Cãlin Peter Netzer","77",7.4,8530,"$97,170"
"1232","tt1014763","Daniel Espinosa","41",6.4,71838,"$1,224,330"
"1233","tt0090830","Randa Haines","80",7.2,17278,"$31,853,080"
"1234","tt0118849","Majid Majidi","77",8.2,75263,"$933,933"
"1235","tt0206634","Alfonso Cuarón","84",7.9,501608,"$35,552,383"
"1236","tt0037674","Marcel Carné","96",8.3,20075,"$36,986"
"1237","tt0087050","Fritz Kiersch","45",5.6,53385,"$14,568,989"
"1238","tt1290135","Donald P. Borchers","N/A",3.8,6100,"N/A"
"1239","tt0068370","Bob Clark","47",5.3,4598,"N/A"
"1240","tt1097636","Joe Sichta","N/A",6.7,2581,"N/A"
"1241","tt0071315","Roman Polanski","92",8.2,327246,"$29,200,000"
"1242","tt1937118","Cédric Klapisch","64",6.9,14555,"$338,523"
"1243","tt0062803","Ken Hughes","64",6.9,46705,"$7,500,000"
"1244","tt1352824","Atom Egoyan","48",6.3,74365,"$3,075,255"
"1245","tt0241303","Lasse Hallström","64",7.3,193016,"$71,509,363"
"1246","tt0103959","Dan Hoskins","N/A",4.1,2005,"N/A"
"1247","tt0090837","Jim Wynorski","22",5.6,15241,"N/A"
"1248","tt0256692","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","N/A",5.5,4895,"N/A"
"1249","tt0082176","Uli Edel","N/A",7.5,25913,"N/A"
"1250","tt4666726","Antonio Campos","72",6.9,15494,"$298,525"
"1251","tt0085333","John Carpenter","57",6.7,84835,"$21,017,849"
"1252","tt0388419","Joe Roth","22",5.4,50604,"$73,780,539"
"1253","tt1706593","Josh Trank","69",7,252929,"$64,575,175"
"1254","tt0109424","Kar-Wai Wong","78",8,82560,"$600,200"
"1255","tt0021746","Wesley Ruggles","70",5.8,6300,"N/A"
"1256","tt0128996","Robert Iscove","N/A",6.7,8709,"N/A"
"1257","tt0042332","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","85",7.3,161722,"$93,141,149"
"1258","tt1661199","Kenneth Branagh","67",6.9,178174,"$201,151,353"
"1259","tt0000230","Georges Méliès","N/A",6.5,1636,"N/A"
"1260","tt0352248","Ron Howard","69",8,188971,"$61,649,911"
"1261","tt0095765","Giuseppe Tornatore","80",8.5,260909,"$12,397,210"
"1262","tt3118452","Aaron Hann, Mario Miscione","N/A",6,57650,"N/A"
"1263","tt0112679","Pat O'Connor","70",6.6,8780,"$23,389,975"
"1264","tt1684628","Maryam Keshavarz","65",5.9,7691,"$454,121"
"1265","tt1641975","Ciarán Foy","60",5.4,7106,"$13,377"
"1266","tt0033467","Orson Welles","100",8.3,442347,"$1,627,530"
"1267","tt4044364","Laura Poitras","88",8,56028,"$2,800,870"
"1268","tt0021749","Charles Chaplin","99",8.5,184997,"$19,181"
"1269","tt0120632","Brad Silberling","54",6.7,121790,"$78,685,114"
"1270","tt0970411","Gil Kenan","58",6.4,66648,"$7,873,007"
"1271","tt0317248","Fernando Meirelles, Kátia Lund","79",8.6,755381,"$7,564,459"
"1272","tt0101587","Ron Underwood","70",6.8,58258,"$124,033,791"
"1273","tt0940709","Stephen Chow","46",6.4,16144,"$207,378"
"1274","tt0065772","Éric Rohmer","N/A",7.5,11547,"$44,390"
"1275","tt0044502","Fritz Lang","N/A",7,6601,"N/A"
"1276","tt0082186","Desmond Davis","59",6.9,45023,"$41,092,328"
"1277","tt0800320","Louis Leterrier","39",5.8,283528,"$163,214,888"
"1278","tt0099277","Mark L. Lester","33",5.8,7825,"$2,459,895"
"1279","tt5526028","Shôko Nakamura","N/A",7.7,2801,"N/A"
"1280","tt0896798","Renny Harlin","49",6.1,43578,"N/A"
"1281","tt0109444","Phillip Noyce","74",6.9,100743,"$122,187,717"
"1282","tt2279864","Greg Mottola","N/A",6.4,18582,"N/A"
"1283","tt0055852","Agnès Varda","N/A",7.9,22913,"N/A"
"1284","tt0056937","Joseph L. Mankiewicz","60",7,33806,"$57,777,778"
"1285","tt0024991","Cecil B. DeMille","N/A",6.8,4009,"N/A"
"1286","tt0002101","Charles L. Gaskill","N/A",5.1,535,"N/A"
"1287","tt0072791","Charles Bail","N/A",5.6,1053,"N/A"
"1288","tt0109445","Kevin Smith","70",7.7,223866,"$3,151,130"
"1289","tt0424345","Kevin Smith","65",7.3,136401,"$24,148,068"
"1290","tt0389860","Frank Coraci","45",6.4,332804,"$137,355,633"
"1291","tt0106582","Renny Harlin","60",6.5,131331,"$84,049,211"
"1292","tt1900908","Maja Milos","54",5.6,6879,"N/A"
"1293","tt0118866","Jill Sprecher","64",6.6,5717,"$537,948"
"1294","tt0100234","Abbas Kiarostami","N/A",8.2,20104,"$2,670"
"1295","tt0075860","Steven Spielberg","90",7.6,203132,"$135,189,114"
"1296","tt2218003","John Crowley","50",6.2,22710,"$5,750,401"
"1297","tt0376541","Mike Nichols","65",7.2,220482,"$33,987,757"
"1298","tt0101597","Radha Bharadwaj","N/A",7,2889,"$259,012"
"1299","tt2762970","Paul Hoen","N/A",6.4,5064,"N/A"
"1300","tt1371111","Tom Tykwer, Lana Wachowski, Lilly Wachowski","55",7.4,363391,"$27,108,272"
"1301","tt1466054","Thom Fitzgerald","N/A",7.2,2369,"N/A"
"1302","tt2452254","Olivier Assayas","79",6.7,30000,"$1,851,517"
"1303","tt0844471","Phil Lord, Christopher Miller","66",6.9,234825,"$124,870,275"
"1304","tt1985966","Cody Cameron, Kris Pearn","59",6.3,104445,"$119,793,567"
"1305","tt1060277","Matt Reeves","64",7,400649,"$80,048,433"
"1306","tt1780798","Jon Watts","42",5.7,24775,"$55,007"
"1307","tt0088930","Jonathan Lynn","39",7.2,97799,"$14,643,997"
"1308","tt0112697","Amy Heckerling","68",6.9,220246,"$56,631,572"
"1309","tt0393162","Thomas Carter","57",7.3,150512,"$67,264,877"
"1310","tt0080549","Michael Apted","87",7.5,19173,"$67,182,787"
"1311","tt0090859","George P. Cosmatos","25",5.8,73899,"$49,042,224"
"1312","tt1362058","Matthias Hoene","52",5.9,19650,"N/A"
"1313","tt2168910","Homi Adajania","N/A",6.3,14282,"$1,227,789"
"1314","tt1035736","Anne Fontaine","65",6.7,40818,"$6,113,834"
"1315","tt1094661","Christian Duguay","N/A",6.8,3684,"N/A"
"1316","tt1023441","Jan Kounen","56",6.3,6731,"$1,621,226"
"1317","tt1762248","Madeleine Olnek","63",6.3,325,"N/A"
"1318","tt0379217","Jim Jarmusch","65",7,64143,"$2,198,924"
"1319","tt0069897","Jack Hill","60",6.8,11654,"N/A"
"1320","tt2866360","James Ward Byrkit","65",7.2,129578,"$102,617"
"1321","tt5740806","Emily Hagins","N/A",4.8,2798,"N/A"
"1322","tt0112701","John Schlesinger","82",7.2,7129,"$5,682,429"
"1323","tt2969656","Ui-seok Jo, Byung-seo Kim","N/A",7.1,7845,"N/A"
"1324","tt0159365","Anthony Minghella","73",7.2,149758,"$95,636,509"
"1325","tt1127877","Sophie Barthes","69",6.4,9941,"$905,209"
"1326","tt0369339","Michael Mann","71",7.5,405975,"$101,005,703"
"1327","tt4682786","David Frankel","23",6.7,100981,"$31,016,021"
"1328","tt1657507","Olivier Megaton","45",6.4,102151,"$36,665,854"
"1329","tt4005402","Florian Gallenberger","33",7,54295,"$15,709"
"1330","tt0109456","Richard Rush","36",5.2,24399,"$19,726,050"
"1331","tt4680182","Nacho Vigalondo","70",6.2,65732,"$3,029,287"
"1332","tt0064177","Joseph Sargent","N/A",7.1,9156,"N/A"
"1333","tt1890373","David Wnendt","N/A",6.7,5077,"N/A"
"1334","tt0091251","Elem Klimov","N/A",8.4,79971,"$71,909"
"1335","tt0083745","Robert Altman","N/A",7.1,4809,"$840,958"
"1336","tt0053428","Michel Boisrond","N/A",6.2,651,"N/A"
"1337","tt0041257","Henry Koster","N/A",7.2,1411,"N/A"
"1338","tt1900854","Simon Aboud","N/A",6,1726,"N/A"
"1339","tt2965412","Sam Esmail","52",6.7,18871,"$8,623"
"1340","tt0094898","John Landis","47",7.1,209236,"$128,152,301"
"1341","tt0040242","Sam Wood","N/A",7.3,2063,"N/A"
"1342","tt0088944","Mark L. Lester","51",6.7,162599,"$35,100,000"
"1343","tt4576612","Christophe Offenstein, Orelsan","N/A",7,2009,"N/A"
"1344","tt0255067","Álex de la Iglesia","N/A",7.2,12212,"N/A"
"1345","tt1971352","Craig Zobel","68",6.4,35159,"$319,285"
"1346","tt2007360","Andrew Bujalski","74",6.2,4660,"$102,041"
"1347","tt0032349","King Vidor","N/A",6.5,1615,"N/A"
"1348","tt0118880","Simon West","52",6.9,301112,"$101,117,573"
"1349","tt0082198","John Milius","43",6.9,151165,"$39,565,475"
"1350","tt0816462","Marcus Nispel","36",5.1,99728,"$21,295,021"
"1351","tt0087078","Richard Fleischer","53",5.9,81080,"$31,042,035"
"1352","tt2296697","Stacie Passon","56",5.7,6251,"$42,606"
"1353","tt3322364","Peter Landesman","55",7.1,95821,"$34,542,474"
"1354","tt0106598","Steve Barron","49",5.4,55008,"$21,274,717"
"1355","tt1590089","Tetsuya Nakashima","N/A",7.7,39581,"N/A"
"1356","tt0270288","George Clooney","67",7,88907,"$16,007,718"
"1357","tt1093908","P.J. Hogan","38",5.8,79221,"$44,277,350"
"1358","tt0361467","Sara Sugarman","33",4.6,29610,"$29,331,068"
"1359","tt0112715","Frank Marshall","22",5.2,46207,"$81,022,101"
"1360","tt0345074","Michael Lembeck","44",6.2,8342,"$8,085,771"
"1361","tt0028739","Clarence Brown, Gustav Machatý","N/A",6.5,1566,"N/A"
"1362","tt0118883","Richard Donner","49",6.7,101693,"$75,982,834"
"1363","tt0360486","Francis Lawrence","50",7,348058,"$75,976,178"
"1364","tt0118884","Robert Zemeckis","62",7.5,276165,"$100,920,329"
"1365","tt1598778","Steven Soderbergh","70",6.8,304545,"$75,658,097"
"1366","tt0057345","Jean-Luc Godard","N/A",7.5,32731,"$903,986"
"1367","tt1524137","Baltasar Kormákur","51",6.4,123396,"$66,528,000"
"1368","tt2281159","Eric England","48",5.3,15478,"$4,105"
"1369","tt0421082","Anton Corbijn","78",7.6,65831,"$872,252"
"1370","tt0373981","Nimród Antal","72",7.6,25830,"$237,183"
"1371","tt0489682","Stephen Deutsch","35",6.5,2419,"$425,045"
"1372","tt0825244","Jean Becker","N/A",7.1,3618,"N/A"
"1373","tt0435623","Hans Canosa","62",6.9,12727,"$379,418"
"1374","tt1244754","Tony Goldwyn","61",7.2,44651,"$6,783,129"
"1375","tt0077369","Sam Peckinpah","47",6.3,17128,"$22,765,081"
"1376","tt1479676","Dilip Mehta","N/A",5.4,317,"N/A"
"1377","tt0061512","Stuart Rosenberg","92",8.1,178175,"N/A"
"1378","tt0106611","Jon Turteltaub","60",7,105088,"$68,856,263"
"1379","tt2490326","Jonathan Milott, Cary Murnion","49",5.7,26405,"N/A"
"1380","tt0118887","James Mangold","64",7,96832,"$44,862,187"
"1381","tt1385867","Kevin Smith","31",5.5,88581,"$44,875,481"
"1382","tt0112722","Jon Amiel","54",6.6,60557,"$32,051,917"
"1383","tt0327597","Henry Selick","80",7.7,230564,"$75,286,229"
"1384","tt1372686","Ralph Fiennes","79",6.1,32430,"$757,195"
"1385","tt0121164","Tim Burton, Mike Johnson","83",7.3,275140,"$53,401,527"
"1386","tt0109484","Jessie Nelson","N/A",6.6,13569,"$20,164,171"
"1387","tt1480656","David Cronenberg","58",5.1,48137,"$763,556"
"1388","tt0065569","Jesús Franco","N/A",5.6,3345,"N/A"
"1389","tt1555064","Shana Feste","45",6.3,18379,"$20,218,921"
"1390","tt1630036","Alex Kendrick","42",6.8,20820,"$35,027,076"
"1391","tt3717068","Chaitanya Tamhane","83",7.6,4884,"$22,898"
"1392","tt0036723","Charles Vidor","N/A",6.7,5597,"N/A"
"1393","tt0489007","Francine McDougall","N/A",5.1,6609,"N/A"
"1394","tt0275277","Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura","61",7.8,49316,"$1,000,045"
"1395","tt0409847","Jon Favreau","50",6,222534,"$100,240,551"
"1396","tt0200550","David McNally","27",5.7,116050,"$60,786,269"
"1397","tt1183665","Jordan Scott","54",6.6,20298,"$29,683"
"1398","tt0306685","Andrzej Bartkowiak","36",5.8,45331,"$34,712,347"
"1399","tt0479884","Mark Neveldine, Brian Taylor","57",6.9,250894,"$27,838,408"
"1400","tt0115964","David Cronenberg","50",6.4,61211,"$2,664,812"
"1401","tt0375679","Paul Haggis","66",7.8,437299,"$54,580,300"
"1402","tt0475243","Gary Walkow","N/A",5.6,662,"N/A"
"1403","tt0401085","Jean-Marc Vallée","81",7.9,33059,"N/A"
"1404","tt1570728","Glenn Ficarra, John Requa","68",7.4,521138,"$84,379,584"
"1405","tt0046876","Jack Arnold","68",6.9,31139,"N/A"
"1406","tt3076658","Ryan Coogler","82",7.6,274649,"$109,778,883"
"1407","tt0381966","Christopher Smith","N/A",5.6,30204,"N/A"
"1408","tt2428170","Patrick Brice","74",6.3,56942,"N/A"
"1409","tt0092796","Michael Gornick","39",6,26314,"$14,000,000"
"1410","tt0069467","Ingmar Bergman","N/A",8,34598,"N/A"
"1411","tt0097123","Woody Allen","77",7.8,58507,"$18,254,702"
"1412","tt0414923","Stuart Gillard","N/A",4.7,1348,"N/A"
"1413","tt3014866","Ariel Vromen","36",6.3,67020,"$14,708,696"
"1414","tt0099321","Andy Wolk","N/A",6.4,358,"N/A"
"1415","tt2554274","Guillermo del Toro","66",6.5,149544,"$31,090,320"
"1416","tt0090887","Stephen Herek","52",6.1,36199,"$13,167,232"
"1417","tt0094919","Mick Garris","48",5.5,15612,"$3,813,293"
"1418","tt0101627","Kristine Peterson","N/A",4.4,12326,"N/A"
"1419","tt0101628","Rupert Harvey","N/A",4,7667,"N/A"
"1420","tt0090555","Peter Faiman","62",6.6,106632,"$174,803,506"
"1421","tt0109504","Spike Lee","65",7,10636,"$13,642,861"
"1422","tt0039286","Edward Dmytryk","N/A",7.3,8842,"N/A"
"1423","tt0094921","Joan Micklin Silver","N/A",6.9,4450,"$16,262,415"
"1424","tt0924129","Wayne Kramer","38",6.7,23805,"$455,654"
"1425","tt0275022","Tamra Davis","27",3.5,40438,"$37,191,304"
"1426","tt0190332","Ang Lee","94",7.9,270227,"$128,078,872"
"1427","tt2652118","Woo-Ping Yuen","47",6.1,19827,"N/A"
"1428","tt0111751","Dorota Kedzierzawska","N/A",7.3,662,"N/A"
"1429","tt0139134","Roger Kumble","56",6.8,193463,"$38,773,785"
"1430","tt0080569","William Friedkin","43",6.5,24114,"$19,798,718"
"1431","tt0099329","John Waters","63",6.5,61266,"$8,266,343"
"1432","tt0035770","Richard Thorpe","N/A",6.9,1091,"N/A"
"1433","tt0384286","Jeff Wadlow","39",5.8,27684,"$10,047,674"
"1434","tt2332579","Sebastián Silva","67",5.8,8168,"$202,370"
"1435","tt2390237","James Griffiths","52",6.2,19312,"$92,384"
"1436","tt0123755","Vincenzo Natali","61",7.2,232236,"$501,818"
"1437","tt0377713","Ernie Barbarash","N/A",5.6,40780,"N/A"
"1438","tt0285492","Andrzej Sekula","N/A",5.5,67709,"N/A"
"1439","tt0085382","Lewis Teague","57",6,46829,"$21,156,152"
"1440","tt0115994","Reb Braddock","N/A",5.9,5357,"$49,620"
"1441","tt0123948","Kiyoshi Kurosawa","70",7.4,16401,"N/A"
"1442","tt2230358","Don Mancini","58",5.6,40409,"N/A"
"1443","tt0473444","Yimou Zhang","70",7,44540,"$6,566,773"
"1444","tt0257516","Wes Craven","31",5,33366,"$19,297,522"
"1445","tt1661820","Matt Shakman","44",6.1,12749,"N/A"
"1446","tt2355540","Zachary Heinzerling","83",7.2,4633,"$200,036"
"1447","tt1930315","Charles Binamé","N/A",5.4,12842,"N/A"
"1448","tt2207050","Philippe Le Guay","61",6.6,3015,"$59,874"
"1449","tt0284978","Vincenzo Natali","N/A",6.7,31337,"N/A"
"1450","tt1336617","Jay Duplass, Mark Duplass","74",6.3,35845,"$7,468,936"
"1451","tt0367631","Angela Robinson","42",5.3,16309,"$97,446"
"1452","tt0042369","Rudolph Maté","N/A",7.2,12148,"N/A"
"1453","tt0109520","Sam Weisman","N/A",6.1,40977,"$45,610,410"
"1454","tt3104930","Spike Lee","52",4.4,1829,"N/A"
"1455","tt2112131","Arbaaz Khan","N/A",4.8,18868,"$2,519,190"
"1456","tt4104054","Oliver Parker","38",5.2,8168,"N/A"
"1457","tt1528854","Sean Anders","42",6.1,120718,"$150,357,137"
"1458","tt0317303","Steve Carr","39",5.6,69369,"$104,297,061"
"1459","tt0047969","Jean Negulesco","N/A",6.7,3978,"N/A"
"1460","tt1426362","Benny Safdie, Josh Safdie","74",6.9,2468,"$21,766"
"1461","tt0264508","Stuart Gordon","N/A",6.2,19249,"N/A"
"1462","tt0060959","Vera Chytilová","N/A",7.3,12845,"$13,692"
"1463","tt0790636","Jean-Marc Vallée","78",7.9,488512,"$27,298,285"
"1464","tt0104237","Louis Malle","71",6.7,18727,"$7,532,911"
"1465","tt0077394","Don Taylor, Mike Hodges","45",6.2,32966,"$26,518,355"
"1466","tt0075909","Jack Smight","30",5.2,5462,"N/A"
"1467","tt1667307","Whit Stillman","67",5.8,9656,"$1,008,455"
"1468","tt0480242","Peter Hedges","65",6.8,103621,"$47,642,963"
