"Combined","YearOfLaunch","Segment","Trim_Count","AVG_MSRP_CAD","MSRP_Range_CAD","StdDev_MSRP_CAD","Error.MSRP_CAD"
"2007 Mazda CX-9",2006,"Mid-Size SUV/Crossover",4,42815,6400,2790.45993819418,1395.22996909709
"2007 Mazda Mazda3",2006,"Compact Car",11,22224.0909090909,14200,3790.37057435142,1142.83972832069
"2007 Mazda Mazda5",2006,"Minivan",4,21965,3900,1771.0637105047,885.531855252349
"2007 Mazda Mazda6",2006,"Mid-Size Car",21,30557.8571428571,11600,3478.30007741877,759.027304502013
"2007 Mazda MX-5",2006,"Subcompact Car",5,31675,7400,3148.49170238703,1408.04829462629
"2007 Mazda RX-8",2006,"Compact Car",4,38815,3200,1847.5208614068,923.760430703401
"2007 Mercedes-Benz B-Class",2006,"Subcompact Car",4,34165,5500,2466.44143115812,1233.22071557906
"2007 Mercedes-Benz C-Class",2006,"Compact Car",9,45926.1111111111,15200,5440.23079575776,1813.41026525259
"2007 Mercedes-Benz CL-Class",2006,"Full-Size Car",2,159965,56100,39668.6904245653,28050
"2007 Mercedes-Benz CLK-Class",2006,"Compact Car",5,87095,50200,19208.7740368822,8590.42490218033
"2007 Mercedes-Benz CLS-Class",2006,"Mid-Size Car",2,112115,35800,25314.4227664784,17900
"2007 Mercedes-Benz E-Class",2006,"Mid-Size Car",6,82165,56300,20746.7346828362,8469.81896697523
"2007 Mercedes-Benz G-Class",2006,"Full-Size SUV/Crossover",2,132215,40600,28708.5353161738,20300
"2007 Mercedes-Benz GL-Class",2006,"Full-Size SUV/Crossover",2,74015,9000,6363.96103067893,4500
"2007 Mercedes-Benz M-Class",2006,"Mid-Size SUV/Crossover",4,73440,42500,19711.9887378215,9855.99436891073
"2007 Mercedes-Benz R-Class",2006,"Mid-Size Car",4,78115,43100,19984.4939890906,9992.24699454532
"2007 Mercedes-Benz S-Class",2006,"Full-Size Car",4,164390,111500,53770.1512613333,26885.0756306667
"2007 Mercedes-Benz SL-Class",2006,"Sports Car",4,186765,116500,48097.9902560041,24048.9951280021
"2007 Mercedes-Benz SLK-Class",2006,"Sports Car",5,68715,25000,9966.19285384344,4457.01693961331
"2007 Mercury Grand Marquis",2006,"Full-Size Car",2,43415,0,0,0
"2007 MINI Cooper Convertible",2006,"Subcompact Car",4,34690,6400,3018.1396035748,1509.0698017874
"2007 MINI Cooper Hardtop",2006,"Subcompact Car",6,27131.6666666667,8900,3491.37031359704,1425.34596190227
"2007 Mitsubishi Eclipse",2006,"Compact Car",8,32115,12200,4300.16610974839,1520.33830821583
"2007 Mitsubishi Endeavor",2006,"Mid-Size SUV/Crossover",3,39648.3333333333,7000,3511.88458428425,2027.58751009941
"2007 Mitsubishi Galant",2006,"Mid-Size Car",3,29815,10000,5074.44578254611,2929.73263854116
"2007 Mitsubishi Outlander",2006,"Mid-Size SUV/Crossover",3,28815,7500,3968.62696659689,2291.28784747792
"2007 Nissan 350Z",2006,"Sports Car",8,53015,4300,1975.56501863572,698.467710676122
"2007 Nissan Altima",2006,"Mid-Size Car",6,28915,8600,3343.6506994601,1365.03968196288
"2007 Nissan Armada",2006,"Full-Size SUV/Crossover",1,64815,0,NA,NA
"2007 Nissan Frontier",2006,"Mid-Size Pickup",12,32198.3333333333,15300,4759.45629693395,1373.93668711554
"2007 Nissan Maxima",2006,"Full-Size Car",3,40348.3333333333,5500,2929.73263854116,1691.48192751537
"2007 Nissan Murano",2006,"Compact SUV/Crossover",3,42948.3333333333,9500,5008.32640043891,2891.55859548291
"2007 Nissan Pathfinder",2006,"Mid-Size SUV/Crossover",3,43315,9800,4948.73721266345,2857.15476187996
"2007 Nissan Quest",2006,"Minivan",3,38848.3333333333,14500,7421.81469273744,4284.98671072748
"2007 Nissan Sentra",2006,"Compact Car",7,20886.4285714286,7500,2943.7585304699,1112.63614163547
"2007 Nissan Titan",2006,"LD Full-Size Pickup",7,41486.4285714286,17400,5925.28882157213,2239.54866687297
"2007 Nissan Versa",2006,"Subcompact Car",8,16652.5,4000,1552.82001532695,549.004781399944
"2007 Nissan Xterra",2006,"Mid-Size SUV/Crossover",5,36215,4000,1744.99283666151,780.384520605067
"2007 Pontiac G5",2006,"Compact Car",16,19140,7500,2422.53310950886,605.633277377215
"2007 Pontiac G6",2006,"Mid-Size Car",9,30203.8888888889,16300,5611.24862317748,1870.41620772583
"2007 Pontiac Grand Prix",2006,"Full-Size Car",3,31081.6666666667,10600,5352.88084430555,3090.4871963998
"2007 Pontiac Montana",2006,"Minivan",9,28570.5555555556,7700,2538.75516302336,846.251721007787
"2007 Pontiac Solstice",2006,"Sports Car",4,31615,9600,4850.42953424402,2425.21476712201
"2007 Pontiac Torrent",2006,"Compact SUV/Crossover",4,29815,5400,2204.54076850486,1102.27038425243
"2007 Pontiac Vibe",2006,"Subcompact Car",2,19715,1200,848.528137423857,600
"2007 Pontiac Wave",2006,"Subcompact Car",8,14715,3400,1420.26154532989,502.138284880626
"2007 Porsche 718 Boxster",2006,"Sports Car",4,72715,18200,8325.46295009072,4162.73147504536
"2007 Porsche 718 Cayman",2006,"Sports Car",4,78715,18200,8325.46295009072,4162.73147504536
"2007 Porsche 911",2006,"Sports Car",24,129935.833333333,74800,19925.1420630289,4067.20259224058
"2007 Saab 44807",2006,"Compact Car",12,45231.6666666667,23000,8120.32616153421,2344.13624763467
"2007 Saab 44809",2006,"Mid-Size Car",4,45015,3000,1224.74487139159,612.372435695794
"2007 Saab 9-7X",2006,"Mid-Size SUV/Crossover",2,50865,3500,2474.87373415292,1750
"2007 Saturn Aura",2006,"Compact Car",3,27815,6100,3080.58436014987,1778.57620959388
"2007 Saturn Ion",2006,"Compact Car",14,19207.8571428571,10700,3138.70730022465,838.854811057633
"2007 Saturn Outlook",2006,"Mid-Size SUV/Crossover",4,37665,7300,3027.09982216202,1513.54991108101
"2007 Saturn Relay",2006,"Minivan",4,28715,6500,2748.33282797651,1374.16641398825
"2007 Saturn Sky",2006,"Sports Car",4,35790,7300,3566.86136540236,1783.43068270118
"2007 Saturn VUE",2006,"Compact SUV/Crossover",5,27515,7400,2994.16098431597,1339.02949930164
"2007 Subaru Forester",2006,"Compact SUV/Crossover",10,32595,12000,4197.30071990718,1327.30302995711
"2007 Subaru Impreza",2006,"Compact Car",12,30365,26300,9723.96290333599,2807.06629991549
"2007 Subaru Legacy",2006,"Mid-Size Car",15,34555,18000,6401.65157261334,1652.89932859693
"2007 Subaru Outback",2006,"Mid-Size Car",9,38137.2222222222,15000,5495.17465095009,1831.72488365003
"2007 Subaru Tribeca",2006,"Compact SUV/Crossover",7,47557.8571428571,10500,3892.23891989223,1471.12803218307
"2007 Suzuki Aerio",2006,"Subcompact Car",2,19615,1200,848.528137423857,600
"2007 Suzuki Grand Vitara",2006,"Subcompact SUV/Crossover",6,27915,5000,1864.40338982743,761.139496632078
"2007 Suzuki Swift+",2006,"Subcompact Car",6,15498.3333333333,3200,1116.09438071637,455.643622923784
"2007 Suzuki SX4",2006,"Subcompact Car",11,19515,7600,2473.45911629847,745.775983913278
"2007 Suzuki XL7",2006,"Compact SUV/Crossover",6,34815,7000,2607.68096208106,1064.58129484475
"2007 Toyota 4Runner",2006,"Mid-Size SUV/Crossover",4,47340,12600,5447.55296746469,2723.77648373234
"2007 Toyota Avalon",2006,"Full-Size Car",1,41215,0,NA,NA
"2007 Toyota Camry",2006,"Mid-Size Car",6,29981.6666666667,11600,4294.49259711397,1753.21926118149
"2007 Toyota Camry Hybrid",2006,"Mid-Size Car",1,32015,0,NA,NA
"2007 Toyota Camry Solara",2006,"Mid-Size Car",5,35215,10700,4070.01228499374,1820.16482770105
"2007 Toyota Corolla",2006,"Compact Car",5,19575,6400,3023.73940676111,1352.25737195254
"2007 Toyota FJ Cruiser",2006,"Full-Size SUV/Crossover",2,30515,1000,707.106781186548,500
"2007 Toyota Highlander",2006,"Mid-Size SUV/Crossover",4,44165,15200,6959.64558484602,3479.82279242301
"2007 Toyota Matrix",2006,"Compact Car",4,19865,5300,2548.85595251412,1274.42797625706
"2007 Toyota Prius",2006,"Compact Car",1,31315,0,NA,NA
"2007 Toyota RAV4",2006,"Compact SUV/Crossover",5,33095,7700,2807.48998217269,1255.54768925756
"2007 Toyota Sequoia",2006,"Full-Size SUV/Crossover",1,65115,0,NA,NA
"2007 Toyota Sienna",2006,"Minivan",8,38840,20200,6437.77912016248,2276.09863582403
"2007 Toyota Tacoma",2006,"Mid-Size Pickup",7,29400.7142857143,11400,4390.68277584424,1659.52210152266
"2007 Toyota Tundra",2006,"LD Full-Size Pickup",16,38321.25,26700,7432.04491823527,1858.01122955882
"2007 Toyota Yaris",2006,"Subcompact Car",10,16155,5000,1676.10659963301,530.031445608025
"2007 Volkswagen Beetle",2006,"Compact Car",5,27815,9200,3733.63094051889,1669.73051717934
"2007 Volkswagen Eos",2006,"Compact Car",2,38115,1400,989.949493661167,700
"2007 Volkswagen Golf",2006,"Compact Car",2,16015,1200,848.528137423857,600
"2007 Volkswagen Golf GTI",2006,"Compact Car",5,31975,6300,2489.57827754019,1113.37325277734
"2007 Volkswagen Jetta",2006,"Compact Car",6,27515,5600,2171.63532850246,886.56641037206
"2007 Volkswagen Jetta City",2006,"Compact Car",2,17815,1200,848.528137423857,600
"2007 Volkswagen Jetta GLI",2006,"Compact Car",2,33415,1400,989.949493661167,700
"2007 Volkswagen Passat",2006,"Mid-Size Car",12,36948.3333333333,17000,6411.11723823736,1850.7301316513
"2007 Volkswagen Rabbit",2006,"Compact Car",4,21715,2400,993.310961716756,496.655480858378
"2007 Volkswagen Touareg",2006,"Mid-Size SUV/Crossover",2,58865,13300,9404.52018978108,6650
"2007 Volvo C30",2006,"Subcompact Car",8,31265,7500,2659.21578128375,940.174755792013
"2007 Volvo C70",2006,"Compact Car",2,57265,1500,1060.66017177982,750
"2007 Volvo S40",2006,"Compact Car",8,36265,10000,3732.10013646089,1319.49665727937
"2007 Volvo S60",2006,"Compact Car",9,50070.5555555556,22000,7618.58108690705,2539.52702896902
"2007 Volvo S80",2006,"Mid-Size Car",2,60015,10000,7071.06781186548,5000
"2007 Volvo V50",2006,"Compact Car",8,37765,10000,3732.10013646089,1319.49665727937
"2007 Volvo V70",2006,"Compact Car",9,47181.6666666667,24500,9400.79783848158,3133.59927949386
"2007 Volvo XC70",2006,"Mid-Size Car",2,49265,3500,2474.87373415292,1750
"2007 Volvo XC90",2006,"Mid-Size SUV/Crossover",5,58835,17000,7687.45731695468,3437.93542696776
"2008 Acura CSX",2007,"Compact Car",5,30015,6400,2506.99022734433,1121.16011345392
"2008 Acura MDX",2007,"Mid-Size SUV/Crossover",3,57315,9700,4850.77313425396,2800.59517483933
"2008 Acura RDX",2007,"Compact SUV/Crossover",2,43265,3700,2616.29509039023,1850
"2008 Acura RL",2007,"Full-Size Car",2,66715,5600,3959.79797464467,2800
"2008 Acura TL",2007,"Mid-Size Car",4,45715,5100,2164.87105081727,1082.43552540863
"2008 Acura TSX",2007,"Mid-Size Car",4,38265,4100,1782.32058470598,891.16029235299
"2008 Audi A3",2007,"Subcompact Car",5,36075,11400,4794.05882316853,2143.96828334749
"2008 Audi A4",2007,"Compact Car",27,46855.7407407407,29500,6831.1086643418,1314.64747540711
"2008 Audi A5",2007,"Compact Car",2,53465,1500,1060.66017177982,750
"2008 Audi A6",2007,"Mid-Size Car",3,65681.6666666667,12000,6261.25652990942,3614.9381430085
"2008 Audi A8",2007,"Full-Size Car",1,95815,0,NA,NA
"2008 Audi A8 L",2007,"Full-Size Car",2,134015,66400,46951.8902707868,33200
"2008 Audi Q7",2007,"Mid-Size SUV/Crossover",2,67265,17300,12232.9473145273,8650
"2008 Audi R8",2007,"Sports Car",2,145565,11500,8131.7279836453,5750
"2008 Audi RS 4",2007,"Compact Car",1,95015,0,NA,NA
"2008 Audi S3",2007,"Compact Car",3,77548.3333333333,8100,4329.35715012441,2499.55551604236
"2008 Audi S4",2007,"Compact Car",3,72648.3333333333,2800,1401.18997046558,808.977406634107
"2008 Audi S5",2007,"Compact Car",2,67465,1500,1060.66017177982,750
"2008 Audi S6",2007,"Mid-Size Car",1,96915,0,NA,NA
"2008 Audi S8",2007,"Full-Size Car",1,127015,0,NA,NA
"2008 Audi TT",2007,"Sports Car",6,55948.3333333333,14600,5690.22553741648,2323.02484800409
"2008 BMW 1 Series",2007,"Subcompact Car",10,40835,15000,4929.23252985019,1558.76019109205
"2008 BMW 3 Series",2007,"Compact Car",35,50243.5714285714,32400,7781.63643112543,1315.33662770322
"2008 BMW 5 Series",2007,"Mid-Size Car",12,69798.3333333333,23000,7874.10408564144,2273.05805673611
"2008 BMW 6 Series",2007,"Mid-Size Car",8,122740,40200,16559.1364509143,5854.53883751744
"2008 BMW 7 Series",2007,"Full-Size Car",3,132948.333333333,67000,36924.9689686171,21318.6407738496
"2008 BMW M3",2007,"Compact Car",6,76331.6666666667,15900,6245.45167835495,2549.69497086307
"2008 BMW M5",2007,"Mid-Size Car",2,117315,2200,1555.6349186104,1100
"2008 BMW X3",2007,"Compact SUV/Crossover",4,48115,5800,3348.63156129983,1674.31578064991
"2008 BMW X5",2007,"Mid-Size SUV/Crossover",2,67615,11600,8202.43866176395,5800
"2008 BMW X6",2007,"Mid-Size SUV/Crossover",1,63915,0,NA,NA
"2008 BMW Z4",2007,"Sports Car",4,60240,9500,4773.8000237407,2386.90001187035
"2008 Buick Allure",2007,"Full-Size Car",4,32165,12300,5530.82272360993,2765.41136180497
"2008 Buick Enclave",2007,"Mid-Size SUV/Crossover",4,46115,10400,4610.13376523213,2305.06688261606
"2008 Buick Lucerne",2007,"Full-Size Car",4,39615,15900,7826.02495949679,3913.01247974839
"2008 Cadillac CTS",2007,"Mid-Size Car",7,42057.8571428571,6800,2183.92394774264,825.445664000779
"2008 Cadillac DTS",2007,"Full-Size Car",2,59615,12400,8768.12408671319,6200
"2008 Cadillac DTS",2007,NA,2,56215,2600,1838.47763108502,1300
"2008 Cadillac DTS Professional",2007,NA,1,53315,0,NA,NA
"2008 Cadillac Escalade",2007,"Full-Size SUV/Crossover",1,77015,0,NA,NA
"2008 Cadillac Escalade ESV",2007,"Full-Size SUV/Crossover",1,80515,0,NA,NA
"2008 Cadillac Escalade EXT",2007,"LD Full-Size Pickup",1,72215,0,NA,NA
"2008 Cadillac SRX",2007,"Mid-Size SUV/Crossover",4,54715,16200,8087.85097126136,4043.92548563068
"2008 Cadillac STS",2007,"Mid-Size Car",4,67315,23400,10414.0930153967,5207.04650769833
"2008 Cadillac STS-V",2007,"Mid-Size Car",1,103015,0,NA,NA
"2008 Cadillac XLR",2007,"Sports Car",1,99015,0,NA,NA
"2008 Cadillac XLR-V",2007,"Sports Car",1,115115,0,NA,NA
"2008 Chevrolet Avalanche",2007,"LD Full-Size Pickup",16,46683.75,15800,4966.78551311946,1241.69637827986
"2008 Chevrolet Aveo",2007,"Subcompact Car",8,14765,3500,1439.24583425785,508.850244599107
"2008 Chevrolet Cobalt",2007,"Compact Car",17,19803.2352941176,9800,3165.61256965796,767.773823204865
"2008 Chevrolet Colorado",2007,"Mid-Size Pickup",27,26974.2592592593,13200,3038.250921331,584.711662432027
"2008 Chevrolet Colorado",2007,NA,2,25215,3800,2687.00576850888,1900
"2008 Chevrolet Corvette",2007,"Sports Car",5,79435,22200,9185.15106027114,4107.72443087411
"2008 Chevrolet Equinox",2007,"Compact SUV/Crossover",6,31198.3333333333,8800,3108.32216262515,1268.96720910265
"2008 Chevrolet Express",2007,NA,7,34957.8571428571,13000,5411.67168961593,2045.41963826464
"2008 Chevrolet Express Cargo Van",2007,"Minivan",15,35335,13300,4475.52071990352,1155.5744809195
"2008 Chevrolet Express Passenger",2007,"Minivan",10,40295,6400,2070.31935271403,654.692463850182
"2008 Chevrolet HHR",2007,"Compact Car",14,22450.7142857143,9600,2851.07459980029,761.981738327593
"2008 Chevrolet Impala",2007,"Full-Size Car",5,30115,10200,3955.37608831322,1768.89796200911
"2008 Chevrolet Impala",2007,NA,2,29165,300,212.132034355964,150
"2008 Chevrolet Malibu",2007,"Mid-Size Car",7,27915,10600,3750.99986670221,1417.74468787578
"2008 Chevrolet Silverado 1500",2007,"LD Full-Size Pickup",104,33926.5384615385,24800,5981.82210270493,586.565915933328
"2008 Chevrolet Silverado 2500HD",2007,"HD Full-Size Pickup",112,48483.75,31400,7128.78988821176,673.607328322867
"2008 Chevrolet Silverado 3500",2007,NA,50,43643,22700,5927.83265620749,838.322133788677
"2008 Chevrolet Silverado 3500HD",2007,"HD Full-Size Pickup",56,50434.6428571429,27400,6721.86174543001,898.24655902362
"2008 Chevrolet Suburban",2007,"Full-Size SUV/Crossover",19,52546.5789473684,22600,6019.32560190545,1380.928000367
"2008 Chevrolet Tahoe",2007,"Full-Size SUV/Crossover",12,51565,26300,9419.27424341851,2719.11026000429
"2008 Chevrolet Tahoe Police Vehicle",2007,NA,1,43815,0,NA,NA
"2008 Chevrolet Tahoe Special Service",2007,NA,1,47615,0,NA,NA
"2008 Chevrolet TrailBlazer",2007,"Mid-Size SUV/Crossover",5,45555,13000,4967.19236591457,2221.3959575006
"2008 Chevrolet Uplander",2007,"Minivan",12,28248.3333333333,8200,2666.06053717443,769.625384406747
"2008 Chevrolet Uplander Cargo Van",2007,"Minivan",2,26515,0,0,0
"2008 Chrysler 300",2007,"Full-Size Car",7,41443.5714285714,21800,7917.2205320037,2992.42808607661
"2008 Chrysler Aspen",2007,"Full-Size SUV/Crossover",1,51015,0,NA,NA
"2008 Chrysler Crossfire",2007,"Sports Car",4,50765,5300,2358.67194271126,1179.33597135563
"2008 Chrysler Pacifica",2007,"Mid-Size SUV/Crossover",4,40065,11800,5086.91130910169,2543.45565455084
"2008 Chrysler PT Cruiser",2007,"Compact Car",7,27057.8571428571,12100,4522.8520289957,1709.47738363807
"2008 Chrysler Sebring",2007,"Mid-Size Car",11,31260.4545454545,17000,5346.4686731269,1612.02095837738
"2008 Chrysler Town & Country",2007,"Minivan",2,39465,6900,4879.03679018718,3450
"2008 Dodge Avenger",2007,"Mid-Size Car",10,26295,8900,3401.24160336258,1075.56703391488
"2008 Dodge Caliber",2007,"Compact Car",8,20840,9400,3635.04765148566,1285.18342215087
"2008 Dodge Challenger",2007,"Sports Car",1,46015,0,NA,NA
"2008 Dodge Charger",2007,"Sports Car",7,36215,18700,6698.50729640567,2531.79778023443
"2008 Dodge Charger",2007,NA,2,31665,1500,1060.66017177982,750
"2008 Dodge Dakota",2007,"Mid-Size Pickup",30,31745,12200,2989.19317911522,545.749510980663
"2008 Dodge Durango",2007,"Full-Size SUV/Crossover",2,45165,1300,919.238815542512,650
"2008 Dodge Grand Caravan",2007,"Minivan",2,26765,500,353.553390593274,250
"2008 Dodge Grand Caravan Cargo Van",2007,"Minivan",3,26915,500,264.575131106459,152.752523165195
"2008 Dodge Magnum",2007,"Full-Size Car",6,38565,18800,7042.37175957078,2875.03623165576
"2008 Dodge Magnum",2007,NA,2,32365,1500,1060.66017177982,750
"2008 Dodge Nitro",2007,"Compact SUV/Crossover",6,27581.6666666667,8500,3369.07504616129,1375.41912803981
"2008 Dodge Ram 1500",2007,"LD Full-Size Pickup",56,34736.4285714286,20300,4692.18748310672,627.019927010517
"2008 Dodge Ram 2500",2007,"HD Full-Size Pickup",72,46845.5555555556,26400,6697.79528343782,789.34274398636
"2008 Dodge Ram 3500",2007,"HD Full-Size Pickup",60,49286.6666666667,27700,6950.99289741307,897.369324376229
"2008 Dodge Ram 3500",2007,NA,24,38010.8333333333,17400,4901.86115201391,1000.58821770045
"2008 Dodge Ram 4500",2007,NA,24,45848.3333333333,10600,2942.44303504635,600.623669422486
"2008 Dodge Ram 5500",2007,NA,24,48181.6666666667,10500,2910.79948178991,594.164456161915
"2008 Dodge Sprinter",2007,"Minivan",6,49831.6666666667,8300,2930.81331146606,1196.49952407475
"2008 Dodge Sprinter",2007,NA,2,42715,800,565.685424949238,400
"2008 Dodge Sprinter Wagon",2007,"Minivan",2,51515,5000,3535.53390593274,2500
"2008 Dodge Viper",2007,"Sports Car",2,100115,1000,707.106781186548,500
"2008 Ford Crown Victoria",2007,"Full-Size Car",4,36990,5300,2322.89331079439,1161.4466553972
"2008 Ford E-150",2007,"Minivan",4,37015,4800,2355.13623102076,1177.56811551038
"2008 Ford E-350",2007,"Minivan",6,41215,12600,4431.70396123207,1809.23556601492
"2008 Ford Econoline",2007,NA,53,33233.8679245283,15800,3970.18002904022,545.346167766788
"2008 Ford Edge",2007,"Mid-Size SUV/Crossover",4,36015,6000,2581.98889747161,1290.99444873581
"2008 Ford Escape",2007,"Compact SUV/Crossover",8,29077.5,10500,3893.92842402484,1376.7115970415
"2008 Ford Expedition",2007,"Full-Size SUV/Crossover",4,56715,14200,6059.70296301725,3029.85148150862
"2008 Ford Expedition",2007,NA,2,48765,2700,1909.18830920368,1350
"2008 Ford Expedition Max",2007,"Full-Size SUV/Crossover",3,61948.3333333333,6400,3202.08265560609,1848.72328318161
"2008 Ford Expedition Max",2007,NA,1,48515,0,NA,NA
"2008 Ford Explorer",2007,"Mid-Size SUV/Crossover",6,49065,12300,5114.97800581782,2088.18102663538
"2008 Ford Explorer Sport Trac",2007,"Mid-Size Pickup",9,37226.1111111111,10400,3394.27622787408,1131.42540929136
"2008 Ford F-150",2007,"LD Full-Size Pickup",102,33877.7450980392,27600,6645.56610270869,658.009094828608
"2008 Ford Focus",2007,"Compact Car",12,18365,5100,1823.83212943616,526.494985443328
"2008 Ford Fusion",2007,"Mid-Size Car",8,27565,7500,2450.07288521324,866.231575767787
"2008 Ford Mustang",2007,"Sports Car",10,37125,34600,11729.9663729744,3709.34106157834
"2008 Ford Police Interceptor",2007,NA,4,35115,1800,930.949336251263,465.474668125631
"2008 Ford Ranger",2007,"Mid-Size Pickup",27,20077.962962963,12000,3314.08975183094,637.796870112725
"2008 Ford Super",2007,NA,6,31565,5800,2122.96961824704,866.698717356076
"2008 Ford Super Duty F-250",2007,"HD Full-Size Pickup",208,44415.9615384615,36900,7279.62539770287,504.751204568993
"2008 Ford Super Duty F-350",2007,"HD Full-Size Pickup",208,45737.5961538462,36400,7265.42463726601,503.766558993884
"2008 Ford Super Duty F-350",2007,NA,96,42658.75,31800,7175.07106144895,732.302623698317
"2008 Ford Super Duty F-350 DRW",2007,"HD Full-Size Pickup",124,46818.2258064516,33200,6998.44274761795,628.478711701508
"2008 Ford Super Duty F-350 DRW",2007,NA,132,43633.1818181818,31400,7569.99720856502,658.883684829087
"2008 Ford Super Duty F-450 DRW",2007,"HD Full-Size Pickup",14,58557.8571428571,18300,5519.85427423507,1475.24310850767
"2008 Ford Super Duty F-450 DRW",2007,NA,160,47722.5,30400,6798.7748618881,537.490346556577
"2008 Ford Super Duty F-550 DRW",2007,NA,160,50262.5,30200,6837.85201110599,540.579666456447
"2008 Ford Taurus",2007,"Full-Size Car",4,35315,8800,3913.22543860347,1956.61271930174
"2008 Ford Taurus X",2007,"Subcompact SUV/Crossover",4,38265,8500,3926.40632979658,1963.20316489829
"2008 GMC Acadia",2007,"Mid-Size SUV/Crossover",6,43615,13400,4971.51888259514,2029.61408482828
"2008 GMC Canyon",2007,"Mid-Size Pickup",27,27122.4074074074,13300,3067.93916371409,590.425167342575
"2008 GMC Canyon",2007,NA,2,25315,3800,2687.00576850888,1900
"2008 GMC Envoy",2007,"Mid-Size SUV/Crossover",3,45781.6666666667,11300,5688.8780381841,3284.47526673254
"2008 GMC Savana Cargo Van",2007,"Minivan",15,35335,13300,4475.52071990352,1155.5744809195
"2008 GMC Savana Passenger",2007,"Minivan",10,40295,6400,2070.31935271403,654.692463850182
"2008 GMC Savana Passenger",2007,NA,7,34957.8571428571,13000,5411.67168961593,2045.41963826464
"2008 GMC Sierra 1500",2007,"LD Full-Size Pickup",105,34104.5238095238,30100,6226.10700397194,607.605827936159
"2008 GMC Sierra 2500HD",2007,"HD Full-Size Pickup",112,48483.75,31400,7128.78988821176,673.607328322867
"2008 GMC Sierra 3500",2007,NA,50,43643,22700,5927.83265620749,838.322133788677
"2008 GMC Sierra 3500HD",2007,"HD Full-Size Pickup",56,50434.6428571429,27400,6721.86174543001,898.24655902362
"2008 GMC TC4500",2007,NA,38,58191.3157894737,31700,9117.17814957541,1479.00159612646
"2008 GMC TC5500",2007,NA,54,61872.4074074074,31900,8495.60600860992,1156.10554315651
"2008 GMC TC6500",2007,NA,153,72966.6339869281,48300,9608.28250559164,776.783601006444
"2008 GMC TC7500",2007,NA,234,75017.9914529915,49900,8595.36453223403,561.896557388521
"2008 GMC TC8500",2007,NA,294,85490.5102040816,59500,10116.1418797194,589.985375497903
"2008 GMC TT6500",2007,NA,19,76762.3684210526,17600,4804.66999919553,1102.26689387131
"2008 GMC TT7500",2007,NA,30,78751.6666666667,20900,5319.35200443874,971.176361380473
"2008 GMC TT8500",2007,NA,41,92649.1463414634,30500,8217.16525804665,1283.3056104095
"2008 GMC W3500",2007,NA,116,48973.6206896552,17600,2896.98700948648,268.978491210559
"2008 GMC W4500",2007,NA,144,51132.3611111111,22100,3919.08241474736,326.590201228946
"2008 GMC W5500",2007,NA,255,56841.6666666667,11000,2580.86436923532,161.619996001131
"2008 GMC Yukon",2007,"Full-Size SUV/Crossover",12,53190,27000,9575.64381884866,2764.25026823813
"2008 GMC Yukon XL",2007,"Full-Size SUV/Crossover",18,53770.5555555556,22900,5906.05095715375,1392.06956061224
"2008 Honda Accord",2007,"Mid-Size Car",21,32115,13200,3877.6281410161,846.167832052247
"2008 Honda Civic",2007,"Compact Car",26,21391.9230769231,9700,2739.0958643038,537.180894680244
"2008 Honda Civic Hybrid",2007,"Compact Car",1,26415,0,NA,NA
"2008 Honda CR-V",2007,"Compact SUV/Crossover",5,32675,10000,4020.94516252087,1798.22134343912
"2008 Honda Element",2007,"Compact SUV/Crossover",8,29065,6300,2248.17386211247,794.84949159304
"2008 Honda Fit",2007,"Subcompact Car",6,17965,5900,2187.00708732276,892.841904631871
"2008 Honda Odyssey",2007,"Minivan",6,39081.6666666667,17400,6393.64267586692,2610.19369225947
"2008 Honda Pilot",2007,"Mid-Size SUV/Crossover",5,42575,9900,4142.82512302897,1852.72771879734
"2008 Honda Ridgeline",2007,"Mid-Size Pickup",4,40815,9400,3884.15584994561,1942.0779249728
"2008 Honda S2000",2007,"Sports Car",1,50615,0,NA,NA
"2008 HUMMER H2",2007,"Full-Size SUV/Crossover",1,72315,0,NA,NA
"2008 HUMMER H2",2007,"Mid-Size Pickup",1,70415,0,NA,NA
"2008 HUMMER H3",2007,"Mid-Size SUV/Crossover",4,42715,3400,1397.61701954911,698.808509774554
"2008 Hyundai Accent",2007,"Subcompact Car",11,15824.0909090909,4500,1370.00331784602,413.071542439749
"2008 Hyundai Azera",2007,"Mid-Size Car",2,37615,3200,2262.74169979695,1600
"2008 Hyundai Elantra",2007,"Compact Car",8,19665,7400,2569.04651573303,908.295106229247
"2008 Hyundai Entourage",2007,"Minivan",4,35365,8500,3854.43467536637,1927.21733768319
"2008 Hyundai Santa Fe",2007,"Mid-Size SUV/Crossover",9,30970.5555555556,10900,3517.49595277347,1172.49865092449
"2008 Hyundai Sonata",2007,"Mid-Size Car",7,26429.2857142857,7700,2649.79783595439,1001.52944264749
"2008 Hyundai Tiburon",2007,"Compact Car",7,24757.8571428571,10100,3837.47188604561,1450.42803909696
"2008 Hyundai Tucson",2007,"Compact SUV/Crossover",8,26315,9800,3290.24532302901,1163.27738984057
"2008 Hyundai Veracruz",2007,"Mid-Size SUV/Crossover",4,42240,10600,5146.11503952253,2573.05751976127
"2008 INFINITI EX35",2007,"Subcompact SUV/Crossover",1,40415,0,NA,NA
"2008 INFINITI FX35",2007,"Compact SUV/Crossover",1,55115,0,NA,NA
