"Combined","YearOfLaunch","Segment","Trim_Count","AVG_MSRP_CAD","MSRP_Range_CAD","StdDev_MSRP_CAD","Error.MSRP_CAD"
"2001 GMC TF6B042",2000,NA,9,62970.5555555556,7800,2591.38530091104,863.795100303678
"2001 GMC TF7B042",2000,NA,36,71426.1111111111,26900,6666.66666666667,1111.11111111111
"2001 GMC TF7B064",2000,NA,23,89541.0869565217,17000,4911.50943205709,1024.12051136118
"2001 GMC TW35042",2000,NA,32,35383.75,4000,1301.47249112737,230.070006000979
"2001 GMC TW45042",2000,NA,32,38496.25,4000,1301.22460930885,230.026186272276
"2001 GMC TW55042",2000,NA,64,42522.8125,4100,1279.6706778116,159.95883472645
"2001 GMC Yukon",2000,NA,17,42679.7058823529,28100,7015.86961613371,1701.59832252241
"2001 GMC Yukon XL",2000,NA,23,48432.3913043478,26300,6312.22854854067,1316.1906371933
"2001 Honda Accord",2000,NA,11,26269.5454545455,8000,2621.58869251591,790.438731610333
"2001 Honda Civic",2000,NA,14,18615,6500,2031.67229338107,542.987260288089
"2001 Honda CR-V",2000,NA,4,27940,3500,1493.03940559741,746.519702798705
"2001 Honda Insight",2000,NA,1,26015,0,NA,NA
"2001 Honda Odyssey",2000,NA,2,32815,3000,2121.32034355964,1500
"2001 Honda Prelude",2000,NA,4,29065,1500,645.497224367903,322.748612183951
"2001 Honda S2000",2000,NA,2,50515,5000,3535.53390593274,2500
"2001 Hyundai Accent",2000,NA,6,13781.6666666667,2800,1070.82522694727,437.1625682868
"2001 Hyundai Elantra",2000,NA,3,15981.6666666667,2200,1101.51410945722,635.959467611297
"2001 Hyundai Santa Fe",2000,NA,2,27315,4000,2828.42712474619,2000
"2001 Hyundai Sonata",2000,NA,2,23015,5000,3535.53390593274,2500
"2001 Hyundai Tiburon",2000,NA,4,20865,3300,1447.98710859823,723.993554299116
"2001 Hyundai XG300",2000,NA,1,32015,0,NA,NA
"2001 INFINITI G20",2000,NA,3,30281.6666666667,1100,635.085296108588,366.666666666667
"2001 INFINITI I30",2000,NA,3,39815,3500,1752.14154679352,1011.59939369957
"2001 INFINITI Q45t",2000,NA,1,70015,0,NA,NA
"2001 INFINITI QX4",2000,NA,1,48015,0,NA,NA
"2001 Isuzu Rodeo",2000,NA,10,36815,10200,3186.08083875961,1007.52722599
"2001 Isuzu Trooper",2000,NA,4,37990,8900,3966.84173283146,1983.42086641573
"2001 Jaguar S-TYPE",2000,NA,2,65265,11500,8131.7279836453,5750
"2001 Jaguar XJ",2000,NA,4,96140,32500,13707.5101069937,6853.75505349683
"2001 Jaguar XK",2000,NA,4,103515,20000,8205.68908339411,4102.84454169706
"2001 Jeep Cherokee",2000,NA,5,30275,3000,1232.07142650092,550.999092558236
"2001 Jeep Grand Cherokee",2000,NA,8,43765,7900,3401.26027063079,1202.52710097171
"2001 Jeep TJ",2000,NA,6,24698.3333333333,8900,3696.16918804682,1508.95475228532
"2001 Kia Magentis",2000,NA,6,25381.6666666667,8500,3235.22281561358,1320.77418374393
"2001 Kia Rio",2000,NA,7,13986.4285714286,3900,1321.25481483107,499.38737979853
"2001 Kia Sephia",2000,NA,6,15448.3333333333,3100,1094.83636524673,446.965074449646
"2001 Kia Sportage",2000,NA,10,23685,6200,1937.95424782596,612.834942432843
"2001 Land Rover Discovery",2000,NA,3,15,0,0,0
"2001 Land Rover Range Rover",2000,NA,2,15,0,0,0
"2001 Lexus ES",2000,NA,5,46695,5400,2106.41876178503,942.019108086455
"2001 Lexus GS",2000,NA,8,66240,12000,5210.90888699576,1842.33450506997
"2001 Lexus IS",2000,NA,5,44835,6200,2557.73337156163,1143.8531374263
"2001 Lexus LS",2000,NA,8,87127.5,14500,6759.42463739122,2389.81749900938
"2001 Lexus LX",2000,NA,1,90115,0,NA,NA
"2001 Lexus RX",2000,NA,3,51815,900,458.257569495584,264.575131106459
"2001 Lincoln Continental",2000,NA,1,52215,0,NA,NA
"2001 Lincoln LS",2000,NA,3,43415,5700,3064.31068920891,1769.18060129541
"2001 Lincoln Navigator",2000,NA,1,66415,0,NA,NA
"2001 Lincoln Town Car",2000,NA,4,54990,10200,4544.13541464894,2272.06770732447
"2001 Mazda 626",2000,NA,6,27181.6666666667,8100,3276.38011632757,1337.57658140052
"2001 Mazda B-Series",2000,NA,16,23171.25,12200,3081.55128682508,770.387821706271
"2001 Mazda Millenia",2000,NA,1,41515,0,NA,NA
"2001 Mazda MPV",2000,NA,3,29648.3333333333,8400,4201.587001757,2425.78738648803
"2001 Mazda MX-5",2000,NA,3,29048.3333333333,3200,1625.83311976763,938.675189355248
"2001 Mazda Protege",2000,NA,6,17081.6666666667,2800,995.32239333126,406.338665537887
"2001 Mazda Tribute",2000,NA,8,26602.5,9700,3190.3593617558,1127.96236955975
"2001 Mercedes-Benz C-Class",2000,NA,8,45590,17000,5739.52461943869,2029.22838959612
"2001 Mercedes-Benz CL-Class",2000,NA,3,146181.666666667,46500,23676.6410906052,13669.7151071671
"2001 Mercedes-Benz CLK-Class",2000,NA,5,74555,35800,13302.3682102098,5948.99991595226
"2001 Mercedes-Benz E-Class",2000,NA,7,76829.2857142857,32600,11212.7053784875,4238.00427938775
"2001 Mercedes-Benz M-Class",2000,NA,4,64165,43100,19095.636499822,9547.81824991099
"2001 Mercedes-Benz S-Class",2000,NA,5,123475,75100,30991.4988343578,13859.8196236459
"2001 Mercedes-Benz SL-Class",2000,NA,2,142765,52500,37123.1060122937,26250
"2001 Mercedes-Benz SLK-Class",2000,NA,4,58040,7300,3479.82279242301,1739.9113962115
"2001 Mercury Cougar",2000,NA,3,26515,7100,3843.17577011513,2218.85856541902
"2001 Mercury Grand Marquis",2000,NA,2,35115,1400,989.949493661167,700
"2001 Nissan Altima",2000,NA,7,24215,8800,3242.94105198763,1225.7165057145
"2001 Nissan Frontier",2000,NA,16,27802.5,13700,3835.25314244923,958.813285612307
"2001 Nissan Maxima",2000,NA,5,33415,7800,3461.21365997536,1547.90180567115
"2001 Nissan Pathfinder",2000,NA,7,40143.5714285714,9600,3994.8776726012,1509.92183426104
"2001 Nissan Quest",2000,NA,6,34331.6666666667,7300,3278.05836840448,1338.26172494189
"2001 Nissan Sentra",2000,NA,6,18081.6666666667,5400,2045.15688069807,834.931800275394
"2001 Nissan Xterra",2000,NA,4,30440,4500,1937.99724802006,968.998624010031
"2001 Oldsmobile Alero",2000,NA,12,23823.3333333333,6000,1969.98307945356,568.685130610761
"2001 Oldsmobile Aurora",2000,NA,2,42865,6500,4596.19407771256,3250
"2001 Oldsmobile Intrigue",2000,NA,3,30348.3333333333,3800,1903.5055380359,1098.98943478897
"2001 Oldsmobile Silhouette",2000,NA,3,36881.6666666667,9900,4960.17472810518,2863.75821449911
"2001 Pontiac Aztek",2000,NA,4,32840,6900,2818.24413420839,1409.1220671042
"2001 Pontiac Bonneville",2000,NA,3,36848.3333333333,10200,5139.39036592214,2967.22841123572
"2001 Pontiac Firebird",2000,NA,8,34202.5,14900,5612.08835588729,1984.17286653298
"2001 Pontiac Grand Am",2000,NA,14,24115,7000,2372.92419406294,634.190667069299
"2001 Pontiac Grand Prix",2000,NA,5,29275,5900,2631.15944024683,1176.69027360644
"2001 Pontiac Montana",2000,NA,8,32340,10800,3374.1665637606,1192.94802904401
"2001 Pontiac Sunfire",2000,NA,11,19124.0909090909,8300,2567.27659026235,774.063016633018
"2001 Saab 44807",2000,NA,13,47715,31200,10547.2745294697,2925.2876255691
"2001 Saab 44809",2000,NA,11,50578.6363636364,18000,6784.28665775153,2045.53939217965
"2001 Saturn LS",2000,NA,5,22955,7200,2771.82250513989,1239.59670861131
"2001 Saturn LW",2000,NA,3,26115,4900,2570.99202643649,1484.36293854749
"2001 Saturn SC",2000,NA,8,18940,6200,2303.2585612562,814.324873745117
"2001 Saturn SL",2000,NA,11,17269.5454545455,5900,1831.04540433253,552.080961843236
"2001 Saturn SW",2000,NA,4,20715,2200,901.849950564579,450.924975282289
"2001 Subaru Forester",2000,NA,8,31140,9100,3409.54542424646,1205.45634512412
"2001 Subaru Impreza",2000,NA,10,24695,10200,3696.78539033878,1169.02618543052
"2001 Subaru Legacy",2000,NA,15,32141.6666666667,19700,5472.45918429818,1412.98288557245
"2001 Suzuki Esteem",2000,NA,7,17872.1428571429,4900,1886.67003196738,713.094244374854
"2001 Suzuki Grand Vitara",2000,NA,5,27635,7000,2688.30801806638,1202.24789457083
"2001 Suzuki Swift",2000,NA,2,12265,1100,777.817459305202,550
"2001 Suzuki Vitara",2000,NA,7,21486.4285714286,5200,1840.93661461975,695.808637388144
"2001 Suzuki XL7",2000,NA,4,31315,4600,1962.99091524473,981.495457622364
"2001 Toyota 4Runner",2000,NA,3,41748.3333333333,12800,6823.73309364701,3939.68413849526
"2001 Toyota Avalon",2000,NA,2,40565,8300,5868.98628384834,4150
"2001 Toyota Camry",2000,NA,5,27795,7300,2897.75775385038,1295.91666398731
"2001 Toyota Camry Solara",2000,NA,4,32290,11500,4873.31167345848,2436.65583672924
"2001 Toyota Celica",2000,NA,4,28540,8800,4565.35869346539,2282.67934673269
"2001 Toyota Corolla",2000,NA,5,18935,5800,2648.01812682617,1184.229707447
"2001 Toyota Echo",2000,NA,4,14665,1300,602.771377334171,301.385688667085
"2001 Toyota Highlander",2000,NA,2,34015,4200,2969.8484809835,2100
"2001 Toyota Prius",2000,NA,1,30015,0,NA,NA
"2001 Toyota RAV4",2000,NA,2,23915,1200,848.528137423857,600
"2001 Toyota Sequoia",2000,NA,2,51665,12500,8838.83476483184,6250
"2001 Toyota Sienna",2000,NA,2,30715,2400,1697.05627484771,1200
"2001 Toyota Tacoma",2000,NA,8,28727.5,12700,4438.28715352475,1569.17147155525
"2001 Toyota Tundra",2000,NA,6,31948.3333333333,18000,6074.75651089545,2480.00896055729
"2001 Volkswagen Beetle",2000,NA,10,25545,8300,2830.01766778937,894.930164873215
"2001 Volkswagen Cabrio",2000,NA,6,30765,4900,1829.48080066449,746.882409307739
"2001 Volkswagen EuroVan",2000,NA,2,15,0,0,0
"2001 Volkswagen Golf",2000,NA,10,22365,5900,1928.29804058743,609.78138158961
"2001 Volkswagen Golf GTI",2000,NA,3,28048.3333333333,4700,2458.31920899897,1419.31125706958
"2001 Volkswagen Jetta",2000,NA,14,26043.5714285714,12900,3666.98966276334,980.044211350152
"2001 Volkswagen Passat",2000,NA,16,36052.5,14600,4567.11068401019,1141.77767100255
"2001 Volvo C70",2000,NA,5,59335,12500,5553.10723829461,2483.42505423457
"2001 Volvo S40",2000,NA,2,31915,1000,707.106781186548,500
"2001 Volvo S60",2000,NA,8,40240,9500,3338.84068845118,1180.45844605269
"2001 Volvo S80",2000,NA,2,56915,5000,3535.53390593274,2500
"2001 Volvo V40",2000,NA,2,32915,1000,707.106781186548,500
"2001 Volvo V70",2000,NA,8,42890,11500,4501.98368975912,1591.69159790995
"2002 Acura CL",2001,"Mid-Size Car",2,38515,5000,3535.53390593274,2500
"2002 Acura EL",2001,"Compact Car",6,23781.6666666667,3700,1367.72316887105,558.370645519424
"2002 Acura MDX",2001,"Mid-Size SUV/Crossover",1,48015,0,NA,NA
"2002 Acura NSX",2001,"Sports Car",2,142015,0,0,0
"2002 Acura RL",2001,"Full-Size Car",1,54015,0,NA,NA
"2002 Acura RSX",2001,"Compact Car",5,27015,7000,2738.61278752583,1224.74487139159
"2002 Acura TL",2001,"Mid-Size Car",2,38515,5000,3535.53390593274,2500
"2002 Audi A4",2001,"Compact Car",9,41270.5555555556,13500,4693.37594677624,1564.45864892541
"2002 Audi A6",2001,"Mid-Size Car",6,58381.6666666667,19900,6905.84293672153,2819.29857312851
"2002 Audi A8",2001,"Full-Size Car",2,91015,9000,6363.96103067893,4500
"2002 Audi allroad",2001,"Mid-Size Car",2,59415,1200,848.528137423857,600
"2002 Audi S3",2001,"Compact Car",1,57215,0,NA,NA
"2002 Audi S4",2001,"Compact Car",1,57215,0,NA,NA
"2002 Audi S6",2001,"Mid-Size Car",1,88515,0,NA,NA
"2002 Audi S8",2001,"Full-Size Car",1,102515,0,NA,NA
"2002 Audi TT",2001,"Sports Car",5,54955,9500,4511.42992852599,2017.57279918223
"2002 BMW 3 Series",2001,"Compact Car",22,46069.5454545455,29600,7633.55545150285,1627.47949060068
"2002 BMW 5 Series",2001,"Mid-Size Car",9,64492.7777777778,21600,8523.17103221826,2841.05701073942
"2002 BMW 7 Series",2001,"Full-Size Car",2,98865,6500,4596.19407771256,3250
"2002 BMW M3",2001,"Compact Car",2,78415,10000,7071.06781186548,5000
"2002 BMW M5",2001,"Mid-Size Car",1,105415,0,NA,NA
"2002 BMW X5",2001,"Mid-Size SUV/Crossover",4,68915,36400,17159.2540630413,8579.62703152066
"2002 BMW Z3",2001,"Sports Car",6,57415,20700,9021.30810913805,3682.9336133034
"2002 BMW Z8",2001,"Sports Car",1,194915,0,NA,NA
"2002 Buick Century",2001,"Mid-Size Car",2,27115,2800,1979.89898732233,1400
"2002 Buick LeSabre",2001,"Full-Size Car",2,36015,5600,3959.79797464467,2800
"2002 Buick Park Avenue",2001,"Full-Size Car",2,47065,5100,3606.24458405139,2550
"2002 Buick Regal",2001,"Mid-Size Car",2,31415,4000,2828.42712474619,2000
"2002 Buick Rendezvous",2001,"Mid-Size SUV/Crossover",9,36803.8888888889,10000,3589.72298528885,1196.57432842962
"2002 Cadillac DeVille",2001,"Full-Size Car",3,59948.3333333333,11000,5965.17672272443,3443.99638662864
"2002 Cadillac DeVille",2001,NA,2,56415,2400,1697.05627484771,1200
"2002 Cadillac Eldorado",2001,"Mid-Size Car",2,59465,3500,2474.87373415292,1750
"2002 Cadillac Escalade",2001,"Full-Size SUV/Crossover",1,73015,0,NA,NA
"2002 Cadillac Escalade EXT",2001,"LD Full-Size Pickup",1,65915,0,NA,NA
"2002 Cadillac Seville",2001,"Mid-Size Car",2,64265,6700,4737.61543394987,3350
"2002 Chevrolet Astro Cargo Van",2001,"Minivan",2,26765,2900,2050.60966544099,1450
"2002 Chevrolet Astro Passenger",2001,"Minivan",6,31148.3333333333,8900,3270.27012136103,1335.08218640069
"2002 Chevrolet Avalanche",2001,"LD Full-Size Pickup",4,42190,5700,2350,1175
"2002 Chevrolet Blazer",2001,"Compact SUV/Crossover",6,31631.6666666667,10400,4008.19992847995,1636.34076863932
"2002 Chevrolet Camaro",2001,"Sports Car",7,33300.7142857143,12600,5067.68473481022,1915.40479016945
"2002 Chevrolet Cavalier",2001,"Compact Car",13,19276.5384615385,9500,3430.38833116079,951.418540211813
"2002 Chevrolet Corvette",2001,"Sports Car",5,67955,8400,4141.61804129739,1852.1878954361
"2002 Chevrolet Express",2001,NA,18,29831.6666666667,6200,1820.87567815436,429.184513240202
"2002 Chevrolet Express Cargo Van",2001,"Minivan",17,28967.9411764706,8100,2457.67106400013,596.072787640981
"2002 Chevrolet Express Passenger",2001,"Minivan",24,34831.6666666667,11500,3018.44570810105,616.137650095118
"2002 Chevrolet Impala",2001,"Full-Size Car",3,26981.6666666667,4600,2478.57485933617,1431.00586224438
"2002 Chevrolet Impala",2001,NA,3,28248.3333333333,500,251.661147842358,145.296631451356
"2002 Chevrolet Malibu",2001,"Mid-Size Car",2,24315,2600,1838.47763108502,1300
"2002 Chevrolet Monte Carlo",2001,"Sports Car",2,28265,2700,1909.18830920368,1350
"2002 Chevrolet S-10",2001,"Mid-Size Pickup",25,21859,15500,3484.25984488337,696.851968976673
"2002 Chevrolet Silverado 1500",2001,"LD Full-Size Pickup",49,31210.9183673469,21900,5543.76373292825,791.966247561179
"2002 Chevrolet Silverado 2500",2001,"HD Full-Size Pickup",7,34115,17200,6203.22496770833,2344.59865587756
"2002 Chevrolet Silverado 2500",2001,NA,54,36872.4074074074,25600,5601.53623981688,762.272531292205
"2002 Chevrolet Silverado 2500HD",2001,"HD Full-Size Pickup",144,39503.1944444444,25400,5219.44316253774,434.953596878145
"2002 Chevrolet Silverado 3500",2001,"HD Full-Size Pickup",72,41305.2777777778,21400,4845.91187431052,571.096191226231
"2002 Chevrolet Silverado 3500",2001,NA,183,38341.2295081967,24900,5127.19215960764,379.012950465348
"2002 Chevrolet Suburban",2001,"Full-Size SUV/Crossover",27,51700.1851851852,22900,5817.72515042829,1119.62172722368
"2002 Chevrolet Tahoe",2001,"Full-Size SUV/Crossover",11,48242.2727272727,12500,3841.6379082602,1158.29741110044
"2002 Chevrolet Tahoe Special Service",2001,NA,4,38215,4400,2008.31604418561,1004.1580220928
"2002 Chevrolet Tracker",2001,"Subcompact SUV/Crossover",10,21775,4200,1292.02683150674,408.574758561188
"2002 Chevrolet TrailBlazer",2001,"Mid-Size SUV/Crossover",6,40231.6666666667,11000,3880.42093936556,1584.17521477617
"2002 Chevrolet TrailBlazer EXT",2001,"Mid-Size SUV/Crossover",2,42265,3300,2333.45237791561,1650
"2002 Chevrolet Venture",2001,"Minivan",10,33865,17000,5541.61027540231,1752.41103752643
"2002 Chevrolet Venture Cargo Van",2001,"Minivan",1,27115,0,NA,NA
"2002 Chrysler 300M",2001,"Full-Size Car",2,41915,3400,2404.16305603426,1700
"2002 Chrysler Concorde",2001,"Full-Size Car",3,33148.3333333333,7700,4101.62569395762,2368.07469852152
"2002 Chrysler Intrepid",2001,"Full-Size Car",3,28448.3333333333,6200,3251.66623953525,1877.3503787105
"2002 Chrysler Intrepid",2001,NA,1,28715,0,NA,NA
"2002 Chrysler Neon",2001,"Compact Car",5,20915,4700,1811.07702762748,809.938269252663
"2002 Chrysler Prowler",2001,"Sports Car",1,64215,0,NA,NA
"2002 Chrysler PT Cruiser",2001,"Compact Car",6,26398.3333333333,4400,1680.9719410706,686.253921259795
"2002 Chrysler Sebring",2001,"Mid-Size Car",8,31452.5,14400,5356.95475860253,1893.9695181587
"2002 Chrysler Town & Country",2001,"Minivan",3,46048.3333333333,8900,4528.06065919322,2614.27704049216
"2002 Dodge Caravan",2001,"Minivan",6,33698.3333333333,16800,6841.17436312412,2792.89773851063
"2002 Dodge Dakota",2001,"Mid-Size Pickup",58,27340.8620689655,10900,2730.0511109429,358.473272902635
"2002 Dodge Durango",2001,"Full-Size SUV/Crossover",6,42198.3333333333,7300,2737.4562401373,1117.56183025569
"2002 Dodge Ram",2001,NA,71,32524.8591549296,13900,3795.11546707748,450.397342705535
"2002 Dodge Ram 1500",2001,"LD Full-Size Pickup",28,28215,9500,2807.00182744138,530.47348322241
"2002 Dodge Ram 2500",2001,"HD Full-Size Pickup",42,35505.4761904762,15100,4002.00008067975,617.522018997448
"2002 Dodge Ram 3500",2001,"HD Full-Size Pickup",28,37782.8571428571,15100,4101.22416877445,775.058515821771
"2002 Dodge Ram Wagon",2001,"Minivan",8,34352.5,11700,4216.61255376534,1490.7976652019
"2002 Dodge Viper",2001,"Sports Car",2,110915,0,0,0
"2002 Ford Crown Victoria",2001,"Full-Size Car",7,36743.5714285714,13300,5183.85772879435,1959.31405461857
"2002 Ford E-150",2001,"Minivan",6,31415,4500,1949.35886896179,795.822425754222
"2002 Ford E-350",2001,"Minivan",16,38252.5,12800,3789.08520182203,947.271300455507
"2002 Ford Econoline",2001,NA,54,30735.3703703704,22200,4135.23194711784,562.73379102747
"2002 Ford Escape",2001,"Compact SUV/Crossover",10,27395,11600,3977.38048916062,1257.75814668622
"2002 Ford Excursion",2001,"Full-Size SUV/Crossover",8,52990,16300,5443.93502637831,1924.72168674553
"2002 Ford Excursion",2001,NA,6,46165,10700,3929.75826228535,1604.31709251424
"2002 Ford Expedition",2001,"Full-Size SUV/Crossover",3,44781.6666666667,9600,5326.66249478351,3075.35002524555
"2002 Ford Explorer",2001,"Mid-Size SUV/Crossover",6,42648.3333333333,9200,3897.52057937693,1591.15611357836
"2002 Ford Explorer Sport",2001,"Mid-Size SUV/Crossover",3,32748.3333333333,4300,2205.29665426975,1273.22861698562
"2002 Ford Explorer Sport Trac",2001,"Mid-Size Pickup",6,32598.3333333333,8000,2815.25605703401,1149.32347250217
"2002 Ford F-150",2001,"LD Full-Size Pickup",147,32255.1360544218,27500,5525.75117144807,455.756275187204
"2002 Ford Focus",2001,"Compact Car",21,20167.380952381,11000,2398.87870631657,523.478250224448
"2002 Ford Mustang",2001,"Sports Car",8,29790,13400,4883.13423939994,1726.44866706195
"2002 Ford Police Interceptor",2001,NA,6,35098.3333333333,13300,5506.14807889024,2247.87554024782
"2002 Ford Ranger",2001,"Mid-Size Pickup",37,23282.5675675676,13800,3895.58539703413,640.43029423395
"2002 Ford Super",2001,NA,14,8136.42857142857,29400,13332.7923425047,3563.33863961827
"2002 Ford Super Duty F-250",2001,"HD Full-Size Pickup",168,37975.119047619,23700,4924.88657434605,379.963248302463
"2002 Ford Super Duty F-350",2001,"HD Full-Size Pickup",168,38872.1428571429,23200,4880.06541907377,376.505221098622
"2002 Ford Super Duty F-350",2001,NA,96,37510.8333333333,26000,5723.44976329682,584.147145355432
"2002 Ford Super Duty F-350 DRW",2001,"HD Full-Size Pickup",102,39906.1764705882,23200,5153.04587312494,510.227571012075
"2002 Ford Super Duty F-350 DRW",2001,NA,120,37657.5,25700,5767.47854989764,526.496350284354
"2002 Ford Super Duty F-450",2001,NA,136,42845.8823529412,25000,5619.97119678769,481.908554395371
"2002 Ford Super Duty F-550",2001,NA,102,46158.137254902,23900,5428.24497655817,537.476342621455
"2002 Ford Taurus",2001,"Full-Size Car",12,28206.6666666667,7200,2027.74318498236,585.359036848499
"2002 Ford Thunderbird",2001,"Mid-Size Car",2,56615,5000,3535.53390593274,2500
"2002 Ford Windstar",2001,"Minivan",8,32302.5,15500,5145.43834034436,1819.18717131738
"2002 Ford Windstar Cargo Van",2001,"Minivan",1,25115,0,NA,NA
"2002 GMC Envoy",2001,"Mid-Size SUV/Crossover",4,42265,7700,3175.42648054294,1587.71324027147
"2002 GMC Envoy XL",2001,"Mid-Size SUV/Crossover",4,44915,7800,3210.39976742253,1605.19988371127
"2002 GMC Jimmy",2001,"Compact SUV/Crossover",5,30355,7300,2803.21244289476,1253.63471553719
"2002 GMC Safari Cargo Van",2001,"Minivan",2,26765,2900,2050.60966544099,1450
"2002 GMC Safari Passenger",2001,"Minivan",6,31148.3333333333,8900,3270.27012136103,1335.08218640069
"2002 GMC Savana Cargo Van",2001,"Minivan",17,28967.9411764706,8100,2457.67106400013,596.072787640981
"2002 GMC Savana Passenger",2001,"Minivan",24,34831.6666666667,11500,3018.44570810105,616.137650095118
"2002 GMC Savana Passenger",2001,NA,18,29831.6666666667,6200,1820.87567815436,429.184513240202
"2002 GMC Sierra 1500",2001,"LD Full-Size Pickup",50,31863,32900,6515.9847408398,921.499399271178
"2002 GMC Sierra 2500",2001,"HD Full-Size Pickup",7,34329.2857142857,17200,6184.77393050292,2337.62481932374
"2002 GMC Sierra 2500",2001,NA,54,37061.2962962963,25600,5607.3978414289,763.070194238035
"2002 GMC Sierra 2500HD",2001,"HD Full-Size Pickup",144,39690.6944444444,25400,5234.63781753887,436.219818128239
"2002 GMC Sierra 3500",2001,"HD Full-Size Pickup",72,41492.7777777778,21500,4854.07400322605,572.058107343746
