"VIN","make","model","model_year","fuel_type","GVWR"
"wba6b2c57ed129731","BMW","650i","2014","Gasoline",""
"wba6b2c51ed129563","BMW","650i","2014","Gasoline",""
"2t2zk1ba7fc155782","LEXUS","RX","2015","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"3n1cn7ap7fl842707","NISSAN","Versa","2015","Gasoline",""
"wbaye8c59ed134514","BMW","750Li / ALPINA B7","2014","Gasoline",""
"wba6b2c53ed128866","BMW","650i","2014","Gasoline",""
"jn1cv6ek4dm921604","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm726059","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm714541","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek8dm920763","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek8dm900321","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap5dm714009","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap5dm713958","INFINITI","G37","2013","Gasoline",""
"jn8cs1mu2dm140046","INFINITI","FX37","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ap4dm712848","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm302069","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek0dm900927","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm712232","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek0dm920093","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm725418","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap2dm714887","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap2dm712055","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap5dm713801","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap2dm712170","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek5dm900518","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm712417","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap4dm303216","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm713003","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm300442","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm712403","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm717292","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm715446","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap6dm714973","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm719505","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm711170","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap7dm710348","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek3dm921383","INFINITI","G37","2013","Gasoline",""
"kmhdh6ae8du000216","HYUNDAI","Elantra","2013","Gasoline",""
"jn1cv6ekxdm920134","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap4dm301420","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm711499","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm712628","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap7dm300469","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm712658","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm716627","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm713263","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm715258","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm300757","INFINITI","G37","2013","Gasoline",""
"jn8cs1mw7dm174050","INFINITI","FX37","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ap6dm711376","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap7dm711712","INFINITI","G37","2013","Gasoline",""
"kmhfg4jgxda201053","HYUNDAI","Azera","2013","Gasoline",""
"jn1cv6ek2dm920760","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek1dm921866","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm714507","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm711176","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm713933","INFINITI","G37","2013","Gasoline",""
"kmhfg4jg8da325905","HYUNDAI","Azera","2013","Gasoline",""
"jn1cv6ap4dm302678","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm712524","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm301392","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap5dm713782","INFINITI","G37","2013","Gasoline",""
"kmhfh4jg7da330493","HYUNDAI","Azera","2013","Gasoline",""
"jn1cv6ek5dm920106","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm714605","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap7dm713816","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm712273","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap5dm721977","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm710802","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap2dm712489","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap4dm715250","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm714516","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm300417","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm714428","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek7dm921385","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap2dm714792","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek3dm920766","INFINITI","G37","2013","Gasoline",""
"kmhfh4jg5da257916","HYUNDAI","Azera","2013","Gasoline",""
"jn1cv6ap1dm719644","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm710375","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm712482","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek9dm921386","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm301100","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm712058","INFINITI","G37","2013","Gasoline",""
"jn1cv6ekxdm921560","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm714069","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek5dm900664","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm713509","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm717651","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap6dm715699","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm714281","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm716121","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm714760","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap5dm720571","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap7dm301475","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm711625","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm716758","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm300670","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm714264","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm719922","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap6dm712365","INFINITI","G37","2013","Gasoline",""
"kmhhu6kj0du110296","HYUNDAI","Genesis Coupe","2013","Gasoline",""
"jn1cv6ap5dm711210","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm711549","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm710234","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm710394","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap7dm710365","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap0dm712653","INFINITI","G37","2013","Gasoline",""
"jn1cv6apxdm714880","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek2dm922699","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm713554","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap5dm713250","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap7dm716733","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap4dm712607","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek5dm920784","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek5dm920672","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm711334","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap4dm714969","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm714417","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm715803","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap2dm714338","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm712593","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek0dm921180","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm713666","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap3dm712825","INFINITI","G37","2013","Gasoline",""
"jn1cv6ek2dm923402","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap2dm712928","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm300447","INFINITI","G37","2013","Gasoline",""
"jthbe1bl9d5002103","LEXUS","GS","2013","Gasoline",""
"jn1cv6ap5dm715922","INFINITI","G37","2013","Gasoline",""
"jn1by1ap0dm513625","INFINITI","M37","2013","Gasoline",""
"4a4ar5au4de024456","MITSUBISHI","Outlander Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jthbk1gg1d2049728","LEXUS","ES","2013","Gasoline",""
"wmwsu3c55dt677990","MINI","Hardtop","2013","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"jn1cv6ap2dm712931","INFINITI","G37","2013","Gasoline",""
"5n1al0mm4dc337764","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ap9dm712909","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar0dm750465","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar5dm750574","INFINITI","G37","2013","Gasoline",""
"jn1cv6el5dm980105","INFINITI","G37","2013","Gasoline",""
"jn1by1ap3dm514252","INFINITI","M37","2013","Gasoline",""
"wmwsu3c59dt548117","MINI","Hardtop","2013","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"jthbe1bl6d5006836","LEXUS","GS","2013","Gasoline",""
"jn1cv6ap1dm301617","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm300540","INFINITI","G37","2013","Gasoline",""
"jn1cv6el1dm980179","INFINITI","G37","2013","Gasoline",""
"jthgl1efxd5047925","LEXUS","LS","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6arxdm750005","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap6dm712706","INFINITI","G37","2013","Gasoline",""
"2lmhj5nk1dbl52290","LINCOLN","MKT","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"jn1cv6ap1dm300564","INFINITI","G37","2013","Gasoline",""
"jthbe1bl4d5013929","LEXUS","GS","2013","Gasoline",""
"jn1cv6ar2dm752900","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar7dm351570","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar5dm350059","INFINITI","G37","2013","Gasoline",""
"jn1by1ap5dm514530","INFINITI","M37","2013","Gasoline",""
"2t2bk1ba8dc191589","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ek1dm920250","INFINITI","G37","2013","Gasoline",""
"jn1by1ap2dm514632","INFINITI","M37","2013","Gasoline",""
"jn1cv6ar0dm754449","INFINITI","G37","2013","Gasoline",""
"jthbk1gg3d2061489","LEXUS","ES","2013","Gasoline",""
"jthbe1bl4d5001280","LEXUS","GS","2013","Gasoline",""
"jn1by1ap6dm514665","INFINITI","M37","2013","Gasoline",""
"jn1cv6arxdm752904","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap8dm716708","INFINITI","G37","2013","Gasoline",""
"jthbe1bl4d5006057","LEXUS","GS","2013","Gasoline",""
"wmwsu3c58dt546181","MINI","Hardtop","2013","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"jn8af5mv4dt218618","NISSAN","Juke","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"1n4az0cp7dc403583","NISSAN","Leaf","2013","Electric",""
"jf1gv7e63dg034961","SUBARU","Impreza","2013","",""
"jf1gv7e65dg022651","SUBARU","Impreza","2013","",""
"3n6cm0kn8dk691932","NISSAN","NV200","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"wp0cb2a80ds132192","PORSCHE","Boxster","2013","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"jn8az2kr2dt304554","NISSAN","Cube","2013","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"3vwpp7aj2dm636073","VOLKSWAGEN","Jetta SportWagen","2013","Gasoline",""
"1n4az0cpxdc400130","NISSAN","Leaf","2013","Electric",""
"jn8az2kr3dt302814","NISSAN","Cube","2013","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"jf1gv8j62dl008418","SUBARU","Impreza","2013","",""
"jn8az2kr6dt300653","NISSAN","Cube","2013","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"wp0ca2a81ds112651","PORSCHE","Boxster","2013","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"wbakc6c5xcc395623","BMW","750xi / ALPINA B7","2012","Gasoline",""
"wbakb8c50cc963182","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbaka8c54ccy37992","BMW","750i / ALPINA B7","2012","Gasoline",""
"wbakb8c56cc963431","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbaka8c59cds99963","BMW","750i / ALPINA B7","2012","Gasoline",""
"wbakb8c56cc964045","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbaka8c51ccy37982","BMW","750i / ALPINA B7","2012","Gasoline",""
"wbaka8c59ccy37616","BMW","750i / ALPINA B7","2012","Gasoline",""
"wbakb8c58cc965083","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbakb8c5xcc964159","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbakb8c53cc963094","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbakb8c52cc962471","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbakb8c51cc965121","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbakc6c56cc396445","BMW","750xi / ALPINA B7","2012","Gasoline",""
"wbakb8c59cc964427","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbakb8c52cc963717","BMW","750Li / ALPINA B7","2012","Gasoline",""
"wbakb8c54cc963069","BMW","750Li / ALPINA B7","2012","Gasoline",""
"1ft8w3bt7cea57572","FORD","F-350","2012","Diesel","Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
"1fdne3bl8cda87395","FORD","E-350","2012","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"3gnfl4e53cs609522","CHEVROLET","Captiva Sport","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"1g6dp1e36c0128773","CADILLAC","CTS","2012","Gasoline",""
"1fbss3bl2cdb17284","FORD","E-350","2012","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1gcsgafx9c1156776","CHEVROLET","Express","2012","Gasoline","Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
"1fdne1bw1cdb07405","FORD","E-150","2012","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftse3el0cda23063","FORD","E-350","2012","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"3gnal3e50cs542737","CHEVROLET","Captiva Sport","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"zff65tja5c0187066","FERRARI","California","2012","Gasoline",""
"jn1dv6ap0cm813081","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap4cm810619","INFINITI","G25","2012","Gasoline",""
"jn1dv6apxcm812956","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap9cm810566","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap0cm811542","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap6cm813098","INFINITI","G25","2012","Gasoline",""
"jn1dv6apxcm813007","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap7cm810825","INFINITI","G25","2012","Gasoline",""
"5j6tf1h57cl001628","HONDA","Crosstour","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jn1dv6ap9cm810079","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap4cm813052","INFINITI","G25","2012","Gasoline",""
"kmhfh4jgxca123689","HYUNDAI","Azera","2012","Gasoline",""
"jn1dv6ap2cm813101","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap9cm811555","INFINITI","G25","2012","Gasoline",""
"jn1cv6ek8cm423176","INFINITI","G37","2012","Gasoline",""
"jn1dv6ap3cm813009","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap4cm812693","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap6cm813070","INFINITI","G25","2012","Gasoline",""
"kmhfg4jg9ca155326","HYUNDAI","Azera","2012","Gasoline",""
"jn1dv6ap2cm810117","INFINITI","G25","2012","Gasoline",""
"5j6tf1h50cl000661","HONDA","Crosstour","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jn8as1mwxcm153862","INFINITI","FX35","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"5j6tf1h52cl001116","HONDA","Crosstour","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jn1cv6fe1cm200356","INFINITI","G37","2012","Gasoline",""
"jn1dv6ap0cm701073","INFINITI","G25","2012","Gasoline",""
"jn1dv6ap0cm813016","INFINITI","G25","2012","Gasoline",""
"jn1cv6ek6cm423192","INFINITI","G37","2012","Gasoline",""
"jn1dv6ap1cm810500","INFINITI","G25","2012","Gasoline",""
"jn1cv6ap6cm936458","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap7cm931902","INFINITI","G37","2012","Gasoline",""
"jn1cv6apxcm623350","INFINITI","G37","2012","Gasoline",""
"jthbf5c28c5159629","LEXUS","IS","2012","Gasoline",""
"jn1cv6ap8cm624688","INFINITI","G37","2012","Gasoline",""
"jn8az2nf9c9517627","INFINITI","QX56","2012","Gasoline","Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
"2t2zk1ba0cc067913","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ap0cm629805","INFINITI","G37","2012","Gasoline",""
"jn1cv6ek4cm424146","INFINITI","G37","2012","Gasoline",""
"2t2zk1ba0cc077423","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2t2bk1ba5cc146110","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ap5cm930375","INFINITI","G37","2012","Gasoline",""
"2t2zk1ba5cc069236","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ar1cm673846","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap8cm620642","INFINITI","G37","2012","Gasoline",""
"jn1ey1ap8cm910589","INFINITI","M35h","2012","Gasoline",""
"jn1cv6ap2cm627697","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap4cm931985","INFINITI","G37","2012","Gasoline",""
"jn1by1ap5cm332129","INFINITI","M37","2012","Gasoline",""
"jn1by1ap1cm332208","INFINITI","M37","2012","Gasoline",""
"jn1by1ap7cm333976","INFINITI","M37","2012","Gasoline",""
"jn1by1ap1cm331995","INFINITI","M37","2012","Gasoline",""
"jn1cv6ap2cm933184","INFINITI","G37","2012","Gasoline",""
"jn1cv6ek2cm422587","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap0cm620196","INFINITI","G37","2012","Gasoline",""
"jn1by1ap0cm332278","INFINITI","M37","2012","Gasoline",""
"jn1cv6apxcm622361","INFINITI","G37","2012","Gasoline",""
"2t2zk1ba6cc078821","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6apxcm624031","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap4cm621786","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap6cm624785","INFINITI","G37","2012","Gasoline",""
"jn1cv6ek2cm422640","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap1cm623267","INFINITI","G37","2012","Gasoline",""
"2t2zk1ba0cc079964","LEXUS","RX","2012","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ek9cm420190","INFINITI","G37","2012","Gasoline",""
"jn1by1ap7cm331094","INFINITI","M37","2012","Gasoline",""
"jn1cv6ap5cm623000","INFINITI","G37","2012","Gasoline",""
"jn1by1ap4cm332641","INFINITI","M37","2012","Gasoline",""
"jn1cv6ap0cm627388","INFINITI","G37","2012","Gasoline",""
"jn1cv6ek9cm422005","INFINITI","G37","2012","Gasoline",""
"jthbf5c25c5181152","LEXUS","IS","2012","Gasoline",""
"jthbf5c24c5160616","LEXUS","IS","2012","Gasoline",""
"jn1by1ap7cm332021","INFINITI","M37","2012","Gasoline",""
"jn8az2nf2c9515492","INFINITI","QX56","2012","Gasoline","Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
"jn1cv6ap4cm626714","INFINITI","G37","2012","Gasoline",""
"jn1cv6ek5cm424009","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap8cm629275","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap4cm620895","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap6cm621711","INFINITI","G37","2012","Gasoline",""
"jn1by1ap2cm332637","INFINITI","M37","2012","Gasoline",""
"jthbk1eg6c2490790","LEXUS","ES","2012","Gasoline",""
"jn1cv6ar1cm673295","INFINITI","G37","2012","Gasoline",""
"jn1by1ap7cm330656","INFINITI","M37","2012","Gasoline",""
"jn1cv6ek0cm421759","INFINITI","G37","2012","Gasoline",""
"jthbf5c28c5160859","LEXUS","IS","2012","Gasoline",""
"jn1cv6ek7cm420415","INFINITI","G37","2012","Gasoline",""
"jthbk1eg5c2475682","LEXUS","ES","2012","Gasoline",""
"jthbf5c26c5162917","LEXUS","IS","2012","Gasoline",""
"jn1cv6ap0cm624670","INFINITI","G37","2012","Gasoline",""
"jn1by1ar9cm390553","INFINITI","M37","2012","Gasoline",""
"jn1cv6ap8cm622956","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap3cm625473","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap6cm934600","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap7cm932340","INFINITI","G37","2012","Gasoline",""
"jn1by1ar3cm392623","INFINITI","M37","2012","Gasoline",""
"jn1by1ap5cm332499","INFINITI","M37","2012","Gasoline",""
"jn1cv6ap7cm622933","INFINITI","G37","2012","Gasoline",""
"jn1cv6ek1cm422290","INFINITI","G37","2012","Gasoline",""
"jn1cv6ek4cm422185","INFINITI","G37","2012","Gasoline",""
"jthbe5c27c5029117","LEXUS","IS","2012","Gasoline",""
"jn1cv6ap0cm620392","INFINITI","G37","2012","Gasoline",""
"jn1by1ap1cm332581","INFINITI","M37","2012","Gasoline",""
"jn1by1ar2cm390295","INFINITI","M37","2012","Gasoline",""
"jn1cv6ap2cm623102","INFINITI","G37","2012","Gasoline",""
"jn1cv6ap2cm620734","INFINITI","G37","2012","Gasoline",""
"jn1by1ap1cm331687","INFINITI","M37","2012","Gasoline",""
"jn1cv6ap1cm627934","INFINITI","G37","2012","Gasoline",""
"4a32b2ff6ce016184","MITSUBISHI","Galant","2012","Gasoline",""
"jn1az0cp8ct015709","NISSAN","Leaf","2012","Electric",""
"4a32b2ff0ce016262","MITSUBISHI","Galant","2012","Gasoline",""
"4a32b2ff5ce008853","MITSUBISHI","Galant","2012","Gasoline",""
"jn1az0cp4ct025329","NISSAN","Leaf","2012","Electric",""
"jn1az0cp7ct015796","NISSAN","Leaf","2012","Electric",""
"jn1az0cp4ct026805","NISSAN","Leaf","2012","Electric",""
"4a32b3ff8ce009274","MITSUBISHI","Galant","2012","Gasoline",""
"jn1az0cp7ct023963","NISSAN","Leaf","2012","Electric",""
"ja4ap4au5cz004435","MITSUBISHI","Outlander","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jn1az0cpxct017946","NISSAN","Leaf","2012","Electric",""
"jn1az0cp5ct016056","NISSAN","Leaf","2012","Electric",""
"jn1az0cp0ct020919","NISSAN","Leaf","2012","Electric",""
"jn1az0cp4ct023001","NISSAN","Leaf","2012","Electric",""
"jn1az0cp1ct016331","NISSAN","Leaf","2012","Electric",""
"jn1az0cp3ct023930","NISSAN","Leaf","2012","Electric",""
"4a32b2ff9ce018740","MITSUBISHI","Galant","2012","Gasoline",""
"wvwhd7aj7cw202097","VOLKSWAGEN","GTI","2012","Gasoline",""
"3vwpp7aj1cm641571","VOLKSWAGEN","Jetta SportWagen","2012","Gasoline",""
"wvwhd7aj4cw325923","VOLKSWAGEN","GTI","2012","Gasoline",""
"jtdkn3dp2c3008090","TOYOTA","Prius Plug-in","2012","Electric",""
"jn1dv6apxbm604347","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap5bm830893","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap6bm604314","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap5bm604255","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap8bm603696","INFINITI","G25","2011","Gasoline",""
"1fdne1bw5bda95550","FORD","E-150","2011","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"jn1dv6apxbm604378","INFINITI","G25","2011","Gasoline",""
"jn1aj0hp8bm801535","INFINITI","EX35","2011","Gasoline",""
"jn1dv6ap3bm831640","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap5bm602778","INFINITI","G25","2011","Gasoline",""
"nm0ls7bn8bt043315","FORD","Transit Connect","2011","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1dv6ap2bm831628","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap8bm604248","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap2bm601040","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap0bm604356","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap1bm601885","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap3bm830259","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap5bm831414","INFINITI","G25","2011","Gasoline",""
"jn8as1mw2bm733038","INFINITI","FX35","2011","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1aj0hp4bm801919","INFINITI","EX35","2011","Gasoline",""
"jn1dv6ap7bm602796","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap7bm831639","INFINITI","G25","2011","Gasoline",""
"jn1dv6apxbm604106","INFINITI","G25","2011","Gasoline",""
"jn1dv6ap6bm604247","INFINITI","G25","2011","Gasoline",""
