"VIN","make","model","model_year","fuel_type","GVWR"
"1g1zb5eb2af224998","CHEVROLET","Malibu","2010","Gasoline",""
"1gczgfba0a1129086","CHEVROLET","Express","2010","Flexible Fuel Vehicle (FFV)","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"3d7tt2ct2ag175021","DODGE","Ram","2010","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1fbss3bl5ada00747","FORD","E-350","2010","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1fbss3blxada43870","FORD","E-350","2010","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1d7rv1gtxas210180","DODGE","Ram","2010","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1d7rv1ctxas202621","DODGE","Ram","2010","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"3fadp0l31ar166960","FORD","Fusion","2010","Gasoline",""
"nm0ls7bn0at042271","FORD","Transit Connect","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"nm0ls7bn9at036095","FORD","Transit Connect","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"nm0ls7bn9at041670","FORD","Transit Connect","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"nm0ls7bn1at036091","FORD","Transit Connect","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"kmhdb8ae5au061225","HYUNDAI","Elantra Touring","2010","Gasoline",""
"jthce1ks7a0025318","LEXUS","GS","2010","Gasoline",""
"2t2bk1ba4ac023668","LEXUS","RX","2010","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthce1ks6a0024841","LEXUS","GS","2010","Gasoline",""
"knagg4a88a5405286","KIA","Optima","2010","Gasoline",""
"jm1bl1h32a1158954","MAZDA","Mazda3","2010","Gasoline",""
"jtlze4fexa1102876","TOYOTA","SCION xB","2010","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"jn8az2krxat166919","NISSAN","Cube","2010","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"1ftss34l29da86636","FORD","E-350","2009","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftsw21529ea52369","FORD","F-250","2009","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"jnkcv61f39m357861","INFINITI","G37","2009","Gasoline",""
"jnras18u09m104585","INFINITI","FX35","2009","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbk262592091192","LEXUS","IS","2009","Gasoline",""
"jthbj46g492274495","LEXUS","ES","2009","Gasoline",""
"jnkcv66e39m724046","INFINITI","G37","2009","Gasoline",""
"2a8hr64x38r759111","CHRYSLER","Town and Country","2008","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1ftsw21528eb56682","FORD","F-250","2008","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftsx20r88eb80602","FORD","F-250","2008","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftsw21r08ed14195","FORD","F-250","2008","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"jthbj46g082264383","LEXUS","ES","2008","Gasoline",""
"jthbj46g182172439","LEXUS","ES","2008","Gasoline",""
"1mehm40w38g620250","MERCURY","Sable","2008","Gasoline",""
"2s3da117586102205","SUZUKI","XL7","2008","","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"1n4az0cp9fc305464","NISSAN","Leaf","2015","Electric",""
"2g4we587171176107","BUICK","LaCrosse","2007","Gasoline",""
"1fbss31l07da64298","FORD","E-350","2007","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"3d7ks29a87g831834","DODGE","Ram","2007","Diesel","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftsw21557ea84388","FORD","F-250","2007","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"jnkbv61fx7m804954","INFINITI","G35","2007","Gasoline",""
"jthbl46f275014335","LEXUS","LS","2007","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"jthbl46f175042157","LEXUS","LS","2007","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"3mehm07z97r631298","MERCURY","Milan","2007","Gasoline",""
"4a3al25f47e032318","MITSUBISHI","Eclipse Spyder","2007","Gasoline",""
"jtkde167970163522","TOYOTA","SCION tC","2007","Gasoline",""
"jtkde177170186081","TOYOTA","SCION tC","2007","Gasoline",""
"4s4wx86d774401042","SUBARU","B9 Tribeca","2007","","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jtkde177370199964","TOYOTA","SCION tC","2007","Gasoline",""
"wvwev71k97w008282","VOLKSWAGEN","GTI","2007","Gasoline",""
"3vwsf31yx7m405879","VOLKSWAGEN","Beetle","2007","Gasoline",""
"3gnal2ek8es665866","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"1g1yc3d77e5134137","CHEVROLET","Corvette","2014","Gasoline",""
"3gnal2ek8es543332","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"2g1wa5e30e1114608","CHEVROLET","Impala","2014","Gasoline",""
"2g1wb5e38e1161382","CHEVROLET","Impala","2014","Gasoline",""
"2g1wb5e33e1133635","CHEVROLET","Impala","2014","Gasoline",""
"2g1wb5e3xe1139285","CHEVROLET","Impala","2014","Gasoline",""
"2g1wc5e34e1110412","CHEVROLET","Impala","2014","Gasoline",""
"2c4rc1bg9er184348","CHRYSLER","Town and Country","2014","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg6er132143","CHRYSLER","Town and Country","2014","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1ftne2ew7eda95754","FORD","E-250","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftne2ew1eda95605","FORD","E-250","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftne1ew9eda35291","FORD","E-150","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftne2ew4eda54644","FORD","E-250","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftne2ewxeda63624","FORD","E-250","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1ftns2ew4eda83988","FORD","E-250","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1fbne3bl1eda82387","FORD","E-350","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"3fa6p0lu1er308392","FORD","Fusion","2014","Gasoline",""
"3fa6p0lu7er323348","FORD","Fusion","2014","Gasoline",""
"1gtw7fca8e1909666","GMC","Savana","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1gtw7fca4e1911897","GMC","Savana","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1gtw7fca2e1913180","GMC","Savana","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1gtw7fca0e1913324","GMC","Savana","2014","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"5j6tf2h55el004004","HONDA","Crosstour","2014","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1bv7ar6em684894","INFINITI","Q50","2014","Gasoline",""
"jn1bv7ar8em698635","INFINITI","Q50","2014","Gasoline",""
"jn1av7ar0em700292","INFINITI","Q50","2014","Gasoline",""
"5xyzudla0eg187605","HYUNDAI","Santa Fe","2014","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"5n1al0mm1ec522792","INFINITI","QX60","2014","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn8az2ne4e9067590","INFINITI","QX80","2014","Gasoline","Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
"jtjhy7ax2e4141097","LEXUS","LX","2014","Gasoline","Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
"jtjbc1ba9e2067345","LEXUS","RX","2014","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"4a4ap3au2ee031983","MITSUBISHI","Outlander Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"4a4ap3au1ee015788","MITSUBISHI","Outlander Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jn8as5mt3ew610645","NISSAN","Rogue Select","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"4t1bd1eb8eu030663","TOYOTA","Avalon","2014","Gasoline",""
"4t1bd1eb8eu031067","TOYOTA","Avalon","2014","Gasoline",""
"4t1bd1ebxeu023777","TOYOTA","Avalon","2014","Gasoline",""
"4t1bd1eb2eu024549","TOYOTA","Avalon","2014","Gasoline",""
"3gnal3ek1ds620143","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal3ek9ds637966","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek8ds546262","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"3gnal2ek6ds620178","CHEVROLET","Captiva Sport","2013","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"2c4rc1bg3dr780604","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg1dr656315","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg3dr780035","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg9dr785322","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg4dr777757","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg9dr801939","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg8dr777700","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg4dr712117","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg7dr774210","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg2dr756794","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg8dr709169","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg1dr716657","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg5dr737415","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bgxdr657799","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg0dr689161","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg0dr697440","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg4dr808068","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg8dr780337","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1fbss3bl4ddb07809","FORD","E-350","2013","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftne2ew8dda97026","FORD","E-250","2013","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1fbss3bl0ddb07760","FORD","E-350","2013","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1fbss3bl3dda42936","FORD","E-350","2013","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1fbne3bl9dda74617","FORD","E-350","2013","Gasoline","Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
"1fbss3bl2ddb07758","FORD","E-350","2013","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1fbss3bl0dda42991","FORD","E-350","2013","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ft7w2bt3deb33845","FORD","F-250","2013","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1fadp3l96dl334262","FORD","Focus","2013","Gasoline",""
"3fa6p0lu5dr312704","FORD","Fusion","2013","Gasoline",""
"nm0ls7an7dt145306","FORD","Transit Connect","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"nm0ls7cn0dt139523","FORD","Transit Connect","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2c4rc1bg1fr552510","CHRYSLER","Town and Country","2015","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bgxfr563036","CHRYSLER","Town and Country","2015","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"5j6tf2h5xdl006233","HONDA","Crosstour","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ar8dm354512","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar9dm354745","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar3dm758690","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap6dm303265","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar5dm353804","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar7dm753928","INFINITI","G37","2013","Gasoline",""
"jn1cv6elxdm981248","INFINITI","G37","2013","Gasoline",""
"jn1cv6el7dm982728","INFINITI","G37","2013","Gasoline",""
"jn1cv6el9dm982522","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar4dm761713","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap1dm717019","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar0dm750501","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar4dm353826","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar8dm761620","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar5dm759307","INFINITI","G37","2013","Gasoline",""
"jn1cv6ap9dm303678","INFINITI","G37","2013","Gasoline",""
"jn1cv6arxdm355502","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar5dm757010","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar6dm354931","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar1dm750006","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar4dm759539","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar8dm763352","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar6dm759414","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar7dm756991","INFINITI","G37","2013","Gasoline",""
"jn1cv6arxdm354768","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar9dm758936","INFINITI","G37","2013","Gasoline",""
"5n1al0mm3dc306697","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"5n1al0mn2dc301340","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ar7dm754111","INFINITI","G37","2013","Gasoline",""
"5n1al0mm7dc302426","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"5n1al0mn7dc309577","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1by1ap9dm510030","INFINITI","M37","2013","Gasoline",""
"jn1cv6ar0dm756282","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar3dm352263","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar8dm757079","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar5dm759663","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar8dm754232","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar3dm758768","INFINITI","G37","2013","Gasoline",""
"5n1al0mm8dc304265","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6el1dm982689","INFINITI","G37","2013","Gasoline",""
"jn1cv6elxdm982836","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar6dm763625","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar6dm758425","INFINITI","G37","2013","Gasoline",""
"5n1al0mmxdc311749","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"5n1al0mm5dc303073","INFINITI","JX35","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ar5dm355343","INFINITI","G37","2013","Gasoline",""
"jthbe1bl1d5003696","LEXUS","GS","2013","Gasoline",""
"jthbk1ggxd2024245","LEXUS","ES","2013","Gasoline",""
"jthbk1gg9d2033244","LEXUS","ES","2013","Gasoline",""
"jthbe1bl1d5007182","LEXUS","GS","2013","Gasoline",""
"jthbk1ggxd2077706","LEXUS","ES","2013","Gasoline",""
"2t2bk1ba7dc160348","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2t2bk1ba2dc172648","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"2t2bk1ba6dc155500","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthce1bl0d5015214","LEXUS","GS","2013","Gasoline",""
"2t2zk1ba8dc108662","LEXUS","RX","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"wmwsu3c56dt546910","MINI","Hardtop","2013","Gasoline","Class 1: 6,000 lb or less (2,722 kg or less)"
"1n4az0cp7dc408864","NISSAN","Leaf","2013","Electric",""
"jh4cw2h50cc002193","ACURA","TSX","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"5xyzt3lb2fg237606","HYUNDAI","Santa Fe","2015","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"kmhhu6kj5fu126030","HYUNDAI","Genesis Coupe","2015","Gasoline",""
"5xyzt3lb5fg236577","HYUNDAI","Santa Fe","2015","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"kmhhu6kj2fu125997","HYUNDAI","Genesis Coupe","2015","Gasoline",""
"5xyzt3lbxfg237451","HYUNDAI","Santa Fe","2015","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"5xyzt3lb6fg236491","HYUNDAI","Santa Fe","2015","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"5xyzt3lb2fg245429","HYUNDAI","Santa Fe","2015","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jn1dv6ar9cm730024","INFINITI","G25","2012","Gasoline",""
"jn1dv6ar8cm861462","INFINITI","G25","2012","Gasoline",""
"jn1cv6ap8cm625792","INFINITI","G37","2012","Gasoline",""
"jn1cv6fe8cm200824","INFINITI","G37","2012","Gasoline",""
"jn1by1ar2cm392824","INFINITI","M37","2012","Gasoline",""
"jn1cv6ar2cm670079","INFINITI","G37","2012","Gasoline",""
"jn1cv6arxcm975409","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar3cm677719","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar3cm971315","INFINITI","G37","2012","Gasoline",""
"jn1cv6el0cm472073","INFINITI","G37","2012","Gasoline",""
"jn1cv6ar4cm676059","INFINITI","G37","2012","Gasoline",""
"jn1by1ar7cm395217","INFINITI","M37","2012","Gasoline",""
"jn1cv6ar2cm672270","INFINITI","G37","2012","Gasoline",""
"jn1by1ar7cm393743","INFINITI","M37","2012","Gasoline",""
"jn1by1ar6cm391630","INFINITI","M37","2012","Gasoline",""
"jn1by1ar7cm395850","INFINITI","M37","2012","Gasoline",""
"jn1by1ar7cm394990","INFINITI","M37","2012","Gasoline",""
"jn1by1ar1cm393382","INFINITI","M37","2012","Gasoline",""
"ja4ap4au4cz007830","MITSUBISHI","Outlander","2012","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"5n1al0mm1fc518484","INFINITI","QX60","2015","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn8af5mr6ct115878","NISSAN","Juke","2012","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"jthbk1eg9b2457071","LEXUS","ES","2011","Gasoline",""
"1ftss3el3ada56337","FORD","E-350","2010","Gasoline","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"1ftsw2br6aea09885","FORD","F-250","2010","Diesel","Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
"knagg4a89a5412215","KIA","Optima","2010","Gasoline",""
"wvgbe77l59d015209","VOLKSWAGEN","Touareg","2009","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"3d7mx38a07g837354","DODGE","Ram","2007","Diesel","Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
"2t2hk31u57c036004","LEXUS","RX","2007","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jthbj46g772028912","LEXUS","ES","2007","Gasoline",""
"3gnal3ek3es633106","CHEVROLET","Captiva Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"2c4rc1bg0er394630","CHRYSLER","Town and Country","2014","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"jthbf1d27e5043557","LEXUS","IS","2014","Gasoline",""
"4a4ap3au7ee024933","MITSUBISHI","Outlander Sport","2014","Gasoline","Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)"
"jf1gv7f61eg005118","SUBARU","Impreza","2014","",""
"wba6a0c5xddz03461","BMW","640i","2013","Gasoline",""
"2c4rc1cg6dr625351","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cgxdr757674","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg0dr781726","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg2dr806382","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg2dr782988","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg4dr684724","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg6dr783027","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg8dr694107","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg1dr783077","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg6dr630289","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1bg5dr667771","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"2c4rc1cg0dr533877","CHRYSLER","Town and Country","2013","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"nm0ls6an9dt133121","FORD","Transit Connect","2013","Gasoline","Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
"jn1cv6ar9dm759231","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar7dm764024","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar6dm752379","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar0dm759571","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar9dm354499","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar4dm752039","INFINITI","G37","2013","Gasoline",""
"jn1cv6ar7dm760197","INFINITI","G37","2013","Gasoline",""
"jn8az2ne0d9041499","INFINITI","QX56","2013","Gasoline","Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
"jthbk1gg6d2047456","LEXUS","ES","2013","Gasoline",""
"wba4c9c5xfd331736","BMW","428i","2015","Gasoline",""
"wba6b4c57fd761030","BMW","650i / ALPINA B6","2015","Gasoline",""
"2c4rc1bg8fr594916","CHRYSLER","Town and Country","2015","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"1ft8w3dt3fec52134","FORD","F-350","2015","Diesel","Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
"2c4rc1bg0fr588608","CHRYSLER","Town and Country","2015","Gasoline","Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
"wp0cb2a80ds133617","PORSCHE","Boxster","2013","Gasoline","Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)"
"jf1gv7f6xdg032364","SUBARU","Impreza","2013","",""
"jf1gr7e62dg824885","SUBARU","Impreza","2013","",""
"4t1bd1eb7du003419","TOYOTA","Avalon","2013","Gasoline",""
"jf1gv8j61dl017465","SUBARU","Impreza","2013","",""
"jf1gv7e69dg032874","SUBARU","Impreza","2013","",""
"3vw7t7at9dm833478","VOLKSWAGEN","Beetle","2013","Gasoline",""
"wvwhv7aj9dw128504","VOLKSWAGEN","Golf GTI","2013","Gasoline",""
"3vwpl7aj2dm630110","VOLKSWAGEN","Jetta SportWagen","2013","Diesel",""
"wvwhd7aj6dw056079","VOLKSWAGEN","Golf GTI","2013","Gasoline",""
"3vwml7aj3dm640390","VOLKSWAGEN","Jetta SportWagen","2013","Diesel",""
"3vw5l7at8dm828246","VOLKSWAGEN","Beetle","2013","Diesel",""
"3vw5p7at5dm801476","VOLKSWAGEN","Beetle","2013","Gasoline",""
